molregno,MolLogP,TPSA,NumRotatableBonds,MolWt,NumHAcceptors,NumHDonors
344843,3.3099000000000016,90.69999999999999,5,410.6990000000001,2,2
345376,4.246100000000005,33.62,5,393.7120000000001,3,1
346656,4.8895000000000035,62.830000000000005,8,499.6550000000003,5,2
345955,4.399000000000004,66.85000000000001,4,411.8890000000001,6,2
346537,3.9231000000000025,68.62,4,452.9420000000002,7,1
346532,4.948400000000004,68.62,5,520.9390000000003,7,1
346537,3.9231000000000025,68.62,4,452.9420000000002,7,1
346425,5.0453000000000054,68.62,8,483.01200000000034,7,1
346424,4.417400000000003,68.62,5,494.90100000000035,7,1
346215,5.841900000000004,50.160000000000004,5,500.9520000000003,5,1
346207,4.211600000000003,63.050000000000004,4,433.94300000000015,6,1
346206,3.392100000000002,68.62,4,426.90400000000017,7,1
346312,4.816600000000005,50.160000000000004,4,432.9550000000002,5,1
346653,3.7837000000000023,82.03,5,483.9520000000002,8,1
346674,4.270680000000002,90.64000000000001,4,436.8990000000003,7,2
346673,4.903400000000003,68.62,6,503.0020000000004,7,1
346356,6.327900000000005,50.160000000000004,6,509.05300000000034,5,1
346454,4.903400000000003,68.62,6,503.0020000000004,7,1
346449,5.508400000000004,55.730000000000004,6,502.0140000000004,6,1
346448,4.242300000000004,64.96000000000001,5,475.4670000000002,7,1
346417,3.3523000000000023,64.96000000000001,5,421.49700000000024,7,1
346169,5.421600000000004,37.27,4,431.96700000000016,4,1
345956,4.781600000000004,37.27,5,407.9450000000002,4,1
349342,6.936200000000005,27.05,4,486.43100000000004,3,0
349126,6.936200000000005,27.05,4,486.4310000000001,3,0
349750,6.734000000000004,29.54,4,491.44700000000006,2,0
349749,6.591500000000004,29.54,4,491.44700000000006,2,0
349915,6.249300000000004,38.33,4,477.4200000000001,2,1
350054,6.391800000000004,38.33,4,477.4200000000001,2,1
244233,3.5847000000000024,37.38,5,383.43500000000006,3,0
347727,2.6529000000000016,40.620000000000005,5,384.42300000000006,3,0
347726,3.3182800000000015,63.13,4,394.42500000000007,3,1
299009,3.799000000000002,57.26,5,372.4720000000001,4,2
112651,4.830200000000005,15.71,10,366.5490000000002,3,0
5970,5.885600000000006,6.48,4,370.5870000000002,4,0
3859,4.425600000000004,40.54,6,375.8710000000001,3,1
364141,5.8570000000000055,41.03,7,461.5560000000001,3,1
367148,6.277770000000005,98.18,7,530.0530000000001,5,3
367140,7.517320000000007,50.160000000000004,6,536.6260000000004,4,1
254848,3.9304400000000017,123.57,7,493.6330000000002,5,3
53746,3.62427,139.13000000000002,6,452.5110000000002,4,4
367115,4.879070000000003,97.80000000000001,4,448.5300000000002,5,2
367097,2.67307,126.86999999999998,7,546.0490000000001,6,2
101251,3.0109000000000012,102.83000000000001,6,630.1920000000003,8,0
366944,4.914670000000004,136.95000000000002,9,607.111,8,3
367158,5.1254700000000035,110.64999999999999,7,535.0480000000002,6,3
367144,5.080970000000003,138.72,7,583.4760000000003,6,4
367127,5.770270000000005,101.42,6,539.4670000000002,5,3
367122,5.0149700000000035,135.48000000000002,9,528.3960000000001,5,4
367121,4.234770000000002,135.48000000000002,7,500.34200000000016,5,4
367114,4.779970000000003,98.18,5,456.33300000000014,4,3
366943,5.641170000000005,133.71000000000004,8,616.4770000000002,7,3
367101,5.493470000000006,124.48,7,568.4610000000001,6,3
367192,5.493470000000005,124.48,7,568.4610000000001,6,3
367185,4.068470000000002,133.70999999999998,9,523.9770000000001,7,3
367178,4.232170000000003,124.48,8,507.97800000000024,6,3
367164,5.7054700000000045,133.70999999999998,8,572.0210000000002,7,3
367157,5.975970000000004,135.48000000000002,8,574.0620000000002,6,4
366942,5.979570000000005,118.49,8,601.1320000000002,6,3
367151,6.064370000000005,124.48,8,588.0890000000002,7,3
366802,4.760000000000004,84.0,7,484.5560000000001,6,1
366536,6.799100000000007,78.01,6,609.7460000000003,6,1
366859,4.363900000000004,86.8,5,513.5730000000001,6,2
366534,6.253100000000007,84.0,6,578.7130000000003,6,1
366854,5.361700000000004,83.56,5,494.5950000000001,5,2
366533,5.326100000000006,112.14999999999999,7,635.7460000000002,7,1
366532,6.137400000000006,78.01,7,585.7080000000002,6,1
366531,5.832800000000006,78.01,6,595.7690000000002,7,1
366530,5.116200000000005,87.24000000000001,6,579.7010000000002,7,1
366529,6.269900000000006,78.01,6,577.7290000000003,6,1
366840,5.3456000000000055,78.01,6,537.6640000000002,6,1
366981,4.567000000000005,78.01,5,509.6100000000001,6,1
366974,4.2248000000000046,86.8,5,495.5830000000001,6,2
366968,5.805500000000006,74.77000000000001,5,494.5950000000001,5,1
366668,6.461300000000007,84.0,5,552.6750000000002,6,1
366803,5.841800000000006,93.23,6,580.6850000000003,7,1
383506,2.6572200000000006,88.56,5,373.42800000000017,5,2
383504,2.26712,88.56,4,359.4010000000001,5,2
383499,3.2002000000000015,98.36000000000001,7,426.49200000000025,6,2
383498,2.6556200000000008,88.56,4,373.42800000000017,5,2
383495,2.2167,97.78999999999999,5,371.4370000000001,6,2
383493,1.8281999999999998,97.78999999999999,5,357.41000000000014,6,2
383488,2.3558000000000003,97.79,5,389.4270000000002,6,2
383487,2.5118799999999997,107.58999999999999,8,428.4640000000002,7,2
383486,1.9673,97.79,5,375.4000000000001,6,2
5638,1.9828999999999997,104.81,11,441.57500000000016,6,2
2261,3.7227000000000023,30.869999999999997,0,326.8310000000001,4,1
72035,5.270900000000005,67.45,11,495.6390000000002,5,1
112651,4.830200000000005,15.71,10,366.5490000000002,3,0
65605,5.351300000000005,42.32,8,458.58100000000013,5,1
381931,6.842000000000008,166.69,21,937.1980000000002,11,3
381930,6.121200000000007,200.67,19,883.058,11,5
381929,8.666200000000005,206.58999999999997,25,1125.489999999999,12,3
381928,7.495900000000008,206.58999999999997,22,1083.4089999999994,12,3
381927,7.185700000000008,206.58999999999997,21,1071.3979999999995,12,3
381926,6.715700000000007,206.58999999999997,20,1055.3549999999996,12,3
381925,6.325600000000006,206.58999999999997,19,1041.3279999999997,12,3
381924,5.935500000000006,206.58999999999997,18,1027.3009999999997,12,3
381923,5.545400000000005,206.58999999999997,17,1013.2739999999998,12,3
381922,5.376700000000005,149.39,16,818.0550000000003,9,3
381918,5.172700000000006,197.86999999999995,12,785.8530000000002,11,4
381917,3.0021000000000004,186.87,13,590.6400000000002,11,2
65605,5.351300000000005,42.32,8,458.58100000000013,5,1
2261,3.7227000000000023,30.869999999999997,0,326.8310000000001,4,1
72035,5.270900000000005,67.45,11,495.6390000000002,5,1
112651,4.830200000000005,15.71,10,366.5490000000002,3,0
5638,1.9828999999999997,104.81,11,441.57500000000016,6,2
408183,4.874000000000004,54.63,5,434.9270000000001,6,0
408196,5.873400000000006,71.62,9,496.0510000000002,6,1
408196,5.873400000000006,71.62,9,496.0510000000002,6,1
408196,5.873400000000006,71.62,9,496.0510000000002,6,1
408196,5.873400000000006,71.62,9,496.0510000000002,6,1
408200,5.785500000000006,54.63,9,492.6390000000003,6,0
408199,6.371100000000007,45.59,9,488.6470000000002,4,1
408198,5.359100000000005,71.62,9,479.59600000000023,6,1
408196,5.873400000000006,71.62,9,496.0510000000002,6,1
408194,5.6737000000000055,80.41,10,482.02400000000017,6,2
408192,4.3647000000000045,74.86,7,492.5950000000002,7,1
408190,5.002200000000005,54.63000000000001,6,462.56900000000036,6,0
408189,4.879000000000005,74.86,7,509.05000000000024,7,1
408187,6.008500000000007,54.63,6,507.07800000000026,6,0
408185,4.982300000000006,54.63,6,452.98600000000016,6,0
409599,4.696900000000003,35.95,4,341.382,2,0
409599,4.696900000000003,35.95,4,341.382,2,0
409599,4.696900000000003,35.95,4,341.382,2,0
409598,4.557800000000004,35.95,4,323.392,2,0
409596,4.696900000000003,35.95,4,341.382,2,0
644493,4.363000000000002,47.03,4,357.38100000000003,3,0
409595,4.371600000000003,56.26,5,387.4070000000001,4,0
409594,3.9295000000000027,67.26,4,355.39000000000004,4,1
409593,4.068600000000003,67.26,4,373.3800000000001,4,1
409592,4.234680000000003,70.82,4,382.3910000000001,4,0
409591,4.671420000000004,47.03,4,371.40800000000013,3,0
409590,5.016400000000003,47.03,4,391.826,3,0
409588,3.6189000000000036,59.92,4,340.379,4,0
409582,4.363000000000003,47.03,4,357.38100000000003,3,0
409581,4.363000000000003,47.03,4,357.38100000000003,3,0
409580,3.977800000000003,47.03,5,359.39700000000005,3,0
409578,3.977800000000003,47.03,5,359.39700000000005,3,0
296798,3.8819000000000035,37.38,5,401.4250000000001,3,0
423205,4.326800000000003,48.470000000000006,5,474.55200000000025,5,1
423279,4.4733000000000045,61.36000000000001,6,483.6410000000001,6,1
423277,5.217400000000005,48.470000000000006,6,500.64300000000026,5,1
423275,4.420500000000004,48.470000000000006,6,448.63600000000014,5,1
423274,4.174500000000004,48.470000000000006,6,446.6200000000001,5,1
423272,4.564600000000004,48.470000000000006,7,448.63600000000014,5,1
423270,4.174500000000004,48.470000000000006,6,434.6090000000001,5,1
423269,3.7844000000000033,48.470000000000006,5,420.58200000000005,5,1
423267,4.326800000000003,48.470000000000006,5,474.5520000000002,5,1
423265,4.066300000000004,74.5,6,473.6020000000001,7,1
423248,4.671300000000004,61.61000000000001,6,472.6140000000001,6,1
423235,5.397300000000006,48.470000000000006,8,510.70700000000033,5,1
423225,5.007200000000005,48.470000000000006,7,496.68000000000023,5,1
423222,4.4733000000000045,61.36000000000001,6,483.6410000000001,6,1
423220,5.217400000000005,48.470000000000006,6,500.64300000000026,5,1
423219,5.7317000000000045,48.470000000000006,6,517.0980000000003,5,1
423217,5.386720000000005,48.470000000000006,6,496.68000000000023,5,1
423215,5.078300000000005,48.470000000000006,6,482.6530000000001,5,1
423214,4.420500000000004,48.470000000000006,6,448.63600000000014,5,1
423212,4.174500000000004,48.470000000000006,6,446.6200000000001,5,1
423210,4.564600000000004,48.470000000000006,7,448.63600000000014,5,1
423209,4.174500000000004,48.470000000000006,6,434.60900000000015,5,1
423208,3.7844000000000033,48.470000000000006,5,420.5820000000001,5,1
423207,3.607000000000003,45.39,4,378.545,5,1
424900,3.739760000000002,107.54,9,516.6020000000004,9,1
437873,3.531620000000002,67.42999999999999,6,354.85900000000004,4,2
437872,3.700020000000003,58.64,5,380.89700000000016,4,1
437921,3.861920000000003,41.57,5,332.8310000000001,3,1
437923,3.2590200000000014,64.35,5,304.77700000000004,3,2
437963,4.045000000000003,58.64,5,401.31500000000017,4,1
437967,3.864700000000002,50.36,5,339.22200000000004,3,2
437965,4.376780000000002,45.05,4,307.18,3,1
438057,3.990800000000002,21.259999999999998,4,265.715,2,1
438116,3.8603000000000023,30.49,5,277.751,3,1
433759,4.694020000000004,43.38000000000001,6,320.392,4,1
427891,3.4571000000000014,39.72,5,333.81500000000005,4,1
489211,3.7001000000000017,32.34,5,322.4520000000001,2,1
489609,3.6740000000000013,41.57,5,324.42400000000015,3,1
516780,2.849,103.58999999999997,4,442.5230000000002,6,3
516847,3.207200000000002,108.62999999999997,5,477.59000000000026,6,2
516848,3.879800000000002,83.27999999999999,3,399.49800000000016,5,3
516849,3.557500000000002,83.27999999999999,3,413.5250000000002,5,3
516932,2.4960000000000004,83.27999999999999,3,351.4540000000002,5,3
516934,4.2245000000000035,83.27999999999999,4,433.58100000000024,6,3
517011,4.2245000000000035,83.27999999999999,4,433.58100000000024,6,3
517012,2.8965000000000014,101.1,4,431.5440000000003,7,3
517014,2.8965000000000014,101.1,4,431.54400000000027,7,3
517094,4.483400000000003,91.56,4,475.6180000000002,6,2
517095,4.666400000000003,103.59,5,504.6600000000002,6,3
517096,3.8965000000000014,108.63000000000001,5,511.67300000000023,7,2
517097,4.931500000000005,100.26999999999998,5,511.6550000000003,8,2
517173,5.499200000000005,74.48999999999998,5,515.6050000000002,6,2
517174,3.9292000000000034,94.71999999999998,6,477.63400000000036,7,3
517175,4.021500000000003,111.78999999999998,6,491.61700000000036,7,3
517176,3.4222,117.58,6,490.6330000000002,7,3
517297,4.093300000000002,91.56,4,461.5910000000002,6,2
517298,4.093300000000002,91.56,4,461.5910000000002,6,2
517299,4.483400000000003,91.56,4,475.6180000000002,6,2
517300,4.625900000000003,91.56,4,475.61800000000017,6,2
517374,5.608300000000004,83.27999999999999,4,481.6250000000002,6,3
517376,4.776000000000004,91.47999999999999,4,448.59200000000027,6,3
517377,3.7511000000000028,100.35,4,447.56400000000025,6,3
517467,3.3610000000000015,100.35,4,433.5370000000002,6,3
517468,3.7511000000000028,100.35,4,447.56400000000025,6,3
517469,2.8230000000000004,129.45,4,462.5350000000002,7,4
517470,2.6605000000000008,112.38,4,448.5520000000002,7,4
516209,4.577500000000004,103.58999999999997,5,524.6500000000002,7,3
516210,3.296400000000001,112.38,4,448.5520000000002,6,4
516933,4.163000000000003,83.27999999999999,4,427.55200000000025,5,3
493222,5.481400000000006,43.18,7,430.52700000000044,5,0
493224,4.327700000000004,52.41,7,432.4990000000004,6,0
493351,5.973400000000007,43.18,8,458.5810000000002,5,0
493352,5.001800000000005,43.18,7,434.54000000000036,6,0
493416,6.053800000000006,43.18,7,478.5710000000004,5,0
493418,4.452200000000004,63.410000000000004,7,446.52600000000024,6,1
493419,4.880500000000004,69.47999999999999,8,488.5630000000002,7,0
367114,4.779970000000003,98.18,5,456.33300000000014,4,3
459679,4.135170000000002,107.41000000000001,6,451.91400000000016,5,3
459253,4.919070000000003,98.18,5,474.32300000000015,4,3
459902,4.274270000000002,107.41000000000001,6,469.90400000000017,5,3
367158,5.1254700000000035,110.64999999999999,7,535.0480000000002,6,3
493093,3.2388200000000014,57.7,4,402.49800000000016,5,1
493094,3.2631200000000016,48.910000000000004,4,416.5250000000001,5,0
521630,3.2388200000000014,57.7,4,402.49800000000016,5,1
521709,3.2631200000000016,48.910000000000004,4,416.5250000000001,5,0
521710,3.2388200000000014,57.7,4,402.49800000000016,5,1
521711,3.2631200000000016,48.910000000000004,4,416.5250000000001,5,0
521712,3.653220000000003,48.910000000000004,5,430.5520000000001,5,0
521779,4.041720000000002,48.910000000000004,5,444.5790000000001,5,0
521780,3.795720000000002,48.91000000000001,5,442.5630000000003,5,0
521781,4.043320000000002,48.91000000000001,6,456.5900000000003,5,0
521782,3.8984200000000024,48.91000000000001,6,466.5320000000002,5,0
521849,3.651620000000002,48.91,4,430.55200000000025,5,0
521850,3.651620000000002,48.91,4,430.55200000000025,5,0
521851,3.4022200000000016,48.910000000000004,4,434.5150000000001,5,0
521852,3.790720000000002,48.91,4,448.54200000000026,5,0
521918,3.653220000000003,48.910000000000004,5,430.5520000000001,5,0
521919,4.041720000000003,48.91,5,444.57900000000024,5,0
521920,3.792320000000003,48.910000000000004,5,448.5420000000001,5,0
521921,4.180820000000003,48.91,5,462.56900000000024,5,0
521994,3.6289200000000017,57.7,5,416.52500000000015,5,1
520629,3.693200000000002,69.72999999999999,4,368.87200000000007,5,2
474313,3.690820000000003,59.08,5,442.9430000000004,4,0
474236,3.486600000000002,49.85000000000001,4,393.2700000000001,3,0
29272,1.6995999999999996,92.49999999999999,5,419.4690000000002,4,2
131689,3.699900000000003,43.86,5,425.52900000000017,4,0
120674,3.831000000000003,41.93000000000001,7,373.46800000000013,4,1
244897,4.375700000000004,21.700000000000003,4,373.44300000000015,3,0
244263,3.991100000000003,23.47,3,321.464,2,1
244289,4.367100000000004,12.47,3,343.41700000000003,2,0
245193,4.778400000000005,3.24,3,341.44500000000005,1,0
244860,3.762000000000003,37.38,3,391.48300000000006,3,0
244895,3.4456000000000024,37.38,5,365.44500000000005,3,0
244876,3.1674000000000015,37.38,5,329.46500000000003,3,0
245190,3.557500000000002,37.38,6,343.4920000000001,3,0
245317,3.317280000000002,61.17,5,390.4550000000001,4,0
244841,3.317280000000002,61.17,5,390.4550000000001,4,0
244840,3.317280000000002,61.17,5,390.4550000000001,4,0
244233,3.5847000000000024,37.38,5,383.43500000000006,3,0
244262,4.099000000000004,37.38,5,399.8900000000001,3,0
244901,2.544500000000001,80.47,6,408.4700000000001,4,1
244868,2.544500000000001,80.47,6,408.4700000000001,4,1
244094,2.9467000000000017,54.45,5,361.43800000000005,4,0
61811,6.257000000000006,19.03,5,380.535,1,1
522679,4.832900000000003,27.82,2,302.42100000000005,1,2
61800,4.3019000000000025,27.82,2,276.38300000000004,1,2
62728,4.3019000000000025,27.82,2,276.38300000000004,1,2
63314,4.6441000000000034,19.03,2,290.41,1,1
62755,4.991700000000004,19.03,2,290.41,1,1
63308,6.2145000000000055,19.03,4,366.5080000000001,1,1
62689,6.257000000000006,19.03,5,380.535,1,1
522742,4.249900000000002,27.82,2,294.373,1,2
522743,4.389000000000003,27.82,2,312.363,1,2
522744,4.903300000000003,27.82,2,328.81800000000004,1,2
522745,4.389000000000003,27.82,2,312.363,1,2
522746,4.903300000000003,27.82,2,328.81800000000004,1,2
522804,4.389000000000003,27.82,2,312.363,1,2
522805,4.903300000000003,27.82,2,328.81800000000004,1,2
522806,5.542200000000004,27.82,2,362.42300000000006,1,2
522807,5.542200000000004,27.82,2,362.42300000000006,1,2
522808,3.7840000000000016,40.71,2,313.351,2,2
522882,4.450500000000003,27.82,2,318.392,2,2
522883,4.769700000000004,27.82,2,318.4110000000002,1,2
522884,2.5086000000000004,54.120000000000005,2,294.301,3,2
522885,3.974300000000002,56.92,3,355.38800000000003,2,3
522886,4.528100000000003,27.82,2,330.353,1,2
62690,4.580100000000003,27.82,2,312.36300000000006,1,2
7714,3.5904200000000026,64.16,4,410.4930000000002,6,0
155006,4.859300000000004,44.81,7,448.39400000000023,4,1
34197,3.4392200000000015,30.869999999999997,0,312.4420000000001,5,1
2261,3.7227000000000023,30.869999999999997,0,326.8310000000001,4,1
3859,4.425600000000004,40.54,6,375.8710000000001,3,1
494226,4.356400000000004,42.64,6,442.56300000000016,5,0
494225,5.912900000000006,28.6,8,444.40600000000006,4,0
494224,5.5228000000000055,28.6,7,430.37900000000013,4,0
494033,4.073420000000003,48.72,7,391.51500000000016,4,1
494032,5.006300000000005,31.72,6,471.43200000000013,4,0
495104,3.636680000000002,72.51,7,402.49800000000016,5,1
