molregno	chembl_id	smiles
1970141	CHEMBL3632888	COc1ccc(cc1)S(=O)(=O)Nc2cc3ccccc3cc2N(CC(=O)N)S(=O)(=O)c4ccc(OC)cc4
1970275	CHEMBL3633021	OC(=O)[C@@H](CCC(=O)N1CCOCC1)NC(=O)c2oc3ccccc3c2
1970279	CHEMBL3633025	OC(=O)[C@@H](CC(=O)NC1CCCCCC1)NC(=O)c2csc(n2)c3ccccc3
1972662	CHEMBL3638035	CCN(CC)CC(=O)N1C[C@H](Sc2ccccc12)c3ccc(Cl)cc3
1972671	CHEMBL3638044	COCCOc1cc(F)ccc1CCN2CCC(CC(=O)N[C@H](C(C)C)c3ccc(F)cc3)CC2
1973010	CHEMBL3640313	COc1ccc2CN(C[C@]3(NC(=O)NC3=O)C#Cc4ccc5c(N)nn(C)c5c4)C(=O)c2c1
1973024	CHEMBL3640327	COc1ccc2CN(C[C@]3(NC(=O)NC3=O)C#Cc4ccc(cc4)C(=O)N5CCN(CC5)C6CC6)C(=O)c2c1
1973060	CHEMBL3640363	COc1ccc2CN(C[C@]3(NC(=O)NC3=O)C#Cc4ccc(cc4)c5cccc(n5)N6CCSCC6)C(=O)c2c1
1973460	CHEMBL3640759	CC(C)(C)COc1ccc(nc1)N2NC=C(C2=O)c3cccnc3
1973955	CHEMBL3641249	CN1C=Nc2cc(nc(NCCCC(=O)O)c2C1=O)c3ccc(nc3)C(C)(C)O
1973964	CHEMBL3641258	CN1C=Nc2cc(nc(NCc3cocc3)c2C1=O)c4ccc(nc4)C(C)(C)O
1975145	CHEMBL3642427	COc1ccc2CN(C[C@]3(NC(=O)NC3=O)C#Cc4nc(ccc4OC)c5ccc(nc5)C#N)C(=O)c2c1
1975183	CHEMBL3642465	COc1ccc2CN(C[C@]3(NC(=O)NC3=O)C#Cc4cncc(NS(=O)(=O)C(C)C)c4)C(=O)c2c1
1975191	CHEMBL3642473	COc1ccc2CN(C[C@]3(NC(=O)NC3=O)C#Cc4ccnc(SC)n4)C(=O)c2c1
1975270	CHEMBL3642551	COc1ccc2CN(C[C@]3(NC(=O)NC3=O)C#Cc4cccnc4c5ccncc5)C(=O)c2c1
1975288	CHEMBL3642569	CSc1ccc(CN(Cc2ccccc2)c3ccc4nc[nH]c4c3)cc1
1975344	CHEMBL3642624	CC1(CCSC(=N1)N)c2cccc(c2)C(=O)Nc3ccc(Cl)cn3
1975545	CHEMBL3642823	Cc1ccc(Nc2ncc3scc(c4cccc(c4)C(=O)NC5CC5)c3n2)cn1
1976202	CHEMBL3643473	CC(C)NC(=O)NCCOc1ccc2CCNC(c2c1)C3(CCC3)c4ccc(Cl)cc4
1976224	CHEMBL3643495	CCCNc1ccc(cn1)S(=O)(=O)NCCOc2ccc3CCNC(c3c2)C4(CCC4)c5ccc(Cl)cc5
1977181	CHEMBL3644443	CCC(CC)Oc1nn2c(N)n[n+](CC(=O)c3cc(N4CCOCC4)c(OC)c(c3)C(C)(C)C)c2cc1C5CC5
1977575	CHEMBL3644833	CC(CCc1ccc(Oc2ccc(OC3CCOC3)cn2)cc1)NC(=O)C
1980193	CHEMBL3647425	CCOC(=O)C1CCCN(C1)C(=O)CNC(=O)NCc2ccc(N)cc2
1981051	CHEMBL3648274	ONC(=O)\C=C\c1ccc2NC(CCc3ccccc3)N(Cc4ccccc4)c2c1
1982510	CHEMBL3649718	CN1CCCC2=C1c3cc(OC4CCNCC4)ccc3NC2=O
1982520	CHEMBL3649728	O=C1Nc2ccc(OCCN3CCC(CC3)c4ccccc4)cc2C5=C1CCCN5
1982525	CHEMBL3649733	CC[N+]1(CC)CCN(CCOc2ccc3NC(=O)C4=C(NCCC4)c3c2)CC1
1982969	CHEMBL3650173	NC1=N[C@]2(CO[C@H](C[C@H]2CS1)c3ccc4nccn4c3)c5ccc(F)cc5F
1983177	CHEMBL3650379	CO[C@@H]1COCC[C@@H]1N[C@@H]2C[C@H]3CCC[C@]3(C2)C(=O)N4C[C@@H]5C[C@H]4CN5c6ccc(cn6)C(F)(F)F
1983186	CHEMBL3650388	CO[C@@H]1COCC[C@@H]1N[C@@H]2C[C@H]3CCC[C@]3(C2)C(=O)N4C[C@@H]5C[C@H]4CN5c6cc(cc(c6)C(F)(F)F)C(F)(F)F
1984125	CHEMBL3651317	Nc1nccn2c(nc(c3ccc(Oc4ccccc4)cc3)c12)C5CC(F)(F)C5
1984138	CHEMBL3651330	COc1cc(ccc1Oc2cccc(F)c2)c3nc(C4CCC4)n5ccnc(N)c35
1984158	CHEMBL3651350	Nc1nccn2c(nc(c3ccc(CC4CCCO4)cc3)c12)C5CCC5
1984190	CHEMBL3651382	Cc1cc(ccc1Oc2ccccc2)c3nc([C@@H]4C[C@](C)(O)C4)n5ccnc(N)c35
1984266	CHEMBL3651457	O=C1N(NC=C1c2cccnc2)c3ccc(nn3)c4ccccc4
1984356	CHEMBL3651546	O=C1Cn2c(c3cocc3)c(C4CCCCC4)c5ccc(cc25)C(=O)NCC\C=C/CCN1
1984528	CHEMBL3651716	OP(=O)(O)CCCNCc1ccc(c2ccccc2)c(n1)c3ccccc3
1984935	CHEMBL3652119	COC(=O)c1ccc(OC)cc1Nc2nc3ccccc3nc2NS(=O)(=O)C
1984938	CHEMBL3652122	COc1cc(Nc2nc3ccccc3nc2NS(=O)(=O)C)cc(c1)C(=O)N4CCOCC4
1986242	CHEMBL3653413	NC1=NC(COC1)(C(F)F)c2cc(NC(=O)c3ccc(Br)cn3)c(F)cc2F
1986305	CHEMBL3653475	Cn1cc(c(n1)C(=O)Nc2ccc(F)c(c2)[C@@]3(COCC(=N3)N)C(F)F)[N+](=O)[O-]
1986491	CHEMBL3653660	CC1=NC2(CCOc3ccc(NC(=O)c4ccc(Cl)cn4)cc23)N=C1N
1986495	CHEMBL3653664	CC1=NC2(CCOc3ccc(NC(=O)c4ccc(C)s4)cc23)N=C1N
1987014	CHEMBL3654177	CS(=O)(=O)NC(=O)c1cc(F)c(OCCC2CC2)cc1F
1987062	CHEMBL3654225	NC1=N[C@]2(CO[C@H](CC2CS1)c3ocnn3)c4ccc(F)cc4F
1987284	CHEMBL3654445	CC1(C)OB(OC1(C)C)c2ccc(F)cc2CSc3ccc(cn3)C(=O)Nc4ccc(F)cc4
1987952	CHEMBL3655106	COc1cccc(F)c1Oc2ccc(cc2)c3nc([C@@H]4C[C@](C)(O)C4)n5ccnc(N)c35
1987953	CHEMBL3655107	COc1cc(cc(OC)c1Oc2ccccc2)c3nc([C@@H]4C[C@](C)(O)C4)n5ccnc(N)c35
1987981	CHEMBL3655135	Nc1nccn2c(nc(c3ccc(Oc4ccccc4)cc3)c12)c5ccccc5
1988026	CHEMBL3655179	Nc1nccn2c(nc(c3ccc(Oc4cccc5ccccc45)cc3)c12)C6CCC6
1988032	CHEMBL3655185	CC(=O)c1cccc(Oc2ccc(cc2)c3nc(C4CCC4)n5ccnc(N)c35)c1
1988042	CHEMBL3655195	Cc1ccccc1Oc2ccc(cc2F)c3nc(C4CCC4)n5ccnc(N)c35
1988046	CHEMBL3655199	Cc1cccc(Oc2ccc(cc2F)c3nc(C4CCC4)n5ccnc(N)c35)c1
1988047	CHEMBL3655200	Nc1nccn2c(nc(c3ccc(Sc4ccccc4)c(F)c3)c12)C5CCC5
1988054	CHEMBL3655207	CC(C)(C)OC(=O)N1CCC(=CC1)c2nc(C3CCC3)n4ccnc(N)c24
1988450	CHEMBL3655599	Cc1cccc(n1)C(=O)Nc2cccc(Oc3cncnc3)n2
1988464	CHEMBL3655613	Cc1cccc(n1)C(=O)Nc2cccc(Oc3ccc(nc3)C(F)(F)F)n2
1988469	CHEMBL3655618	Brc1cccc(c1)C(=O)Nc2ccnc(Oc3cccnc3)c2
1988475	CHEMBL3655624	Fc1cccc(n1)C(=O)Nc2cncc(Oc3cncnc3)c2
1988501	CHEMBL3655649	CN(c1cncnc1)c2cc(Cl)nc(NC(=O)c3cccc(c3)C#N)c2
1988505	CHEMBL3655653	CCN(c1cccnc1)c2cncc(NC(=O)c3cccc(c3)C#N)c2
1989140	CHEMBL3656282	CC(C)CC1(C)N=C(C(=O)N1[C@H](CCC(C)(C)C)c2ccc(cc2)C(=O)NCc3nnn[nH]3)c4cc(Cl)cc(Cl)c4
1989151	CHEMBL3656293	CC1(NC(C(=O)N1CCc2ccc(cc2)C(=O)NCCC(=O)O)c3cccc(c3)C(F)(F)F)C4CCCCC4
1989812	CHEMBL3656947	CC(C)c1nn(c2ccc(C(=O)N)c(N[C@@H]3CC[C@@H](O)CC3)c2)c4nccc(c14)n5ccnc5
1990081	CHEMBL3657214	Nc1n[nH]c2cncc(c3ccc(OC4CCCC4)cc3)c12
1990089	CHEMBL3657222	CC(C)COc1cccc(c1)c2ncc(c3ccc(Oc4ccccc4)cc3)c5c(N)n[nH]c25
1990601	CHEMBL3657728	Fc1cnccc1C(=O)NCc2cnc(Oc3ccc4OC(CCc4c3)c5ccccc5)s2
1990610	CHEMBL3657737	Cc1cc(nc(C)n1)C(=O)NCc2cnc(Oc3ccc4OC(CCc4c3)c5ccccc5)s2
1990755	CHEMBL3657881	CS(=O)(=O)NC(=O)c1cc(Cl)c(OC[C@@H]2C[C@H]3CC[C@@H](C2)N3CC(F)(F)F)cc1F
1991073	CHEMBL3658196	C[C@H](NC(=O)C)c1ccc(O[C@@H]2CCN(C2)c3ncc(cn3)C4CC4)cc1
1991076	CHEMBL3658199	C[C@H](NC(=O)C)c1ccc(O[C@@H]2CCN(C2)c3ncc(OCC4CC4)cn3)cc1
1991145	CHEMBL3658267	Fc1ccc(NC(=O)c2ccc(SCc3cc4ccccc4n3S(=O)(=O)c5ccccc5)nc2)cc1
1991160	CHEMBL3658282	Fc1ccc(NC(=O)c2ccc(SCC(=O)c3ccc(cc3)c4cccs4)nc2)cc1
1991161	CHEMBL3658283	Fc1ccc(NC(=O)c2ccc(SCC(=O)c3ccc(cc3)N4CCOCC4)nc2)cc1
1991170	CHEMBL3658292	Fc1ccc(NC(=O)c2ccc(SCC(=O)c3ccccc3C(F)(F)F)nc2)cc1
1991834	CHEMBL3658949	C[C@@H]1CN2[C@H]([C@H](C)O1)C3(Cc4cc5c(noc5c(F)c24)n6cc(cn6)c7cnccn7)C(=O)NC(=O)NC3=O
1991905	CHEMBL3659019	C[C@@H]1CN2[C@H]([C@H](C)O1)C3(Cc4nc5c(noc5c(Cl)c24)c6nccs6)C(=O)NC(=O)NC3=O
1992255	CHEMBL3659366	OC(=O)c1cc(ccc1c2ccccc2[N+](=O)[O-])c3nc(cs3)c4ccc(cc4)C(F)(F)F
1992270	CHEMBL3659381	OC(=O)c1cc(ccc1c2ccccc2[N+](=O)[O-])c3nc(cs3)c4ccc(F)c(F)c4
1992274	CHEMBL3659385	OC(=O)c1cc(ccc1c2ccccc2[N+](=O)[O-])c3nc(cs3)c4ccc(Br)cc4
1992612	CHEMBL3659719	C[C@H](NC(=O)C)c1ccc(OC2CN(C2)c3ccc4oc(C)nc4c3)cc1
1992647	CHEMBL3659754	CCOc1cc(N2CC(C2)Oc3ccc(cc3)[C@H](C)NC(=O)C)c(F)cn1
1992668	CHEMBL3659775	C[C@H](NC(=O)C)c1ccc(OC2CN(C2)c3nnc(s3)c4ccccc4)cc1
1992675	CHEMBL3659782	C[C@H](NC(=O)C)c1ccc(OC2CN(C2)c3cc(Cl)ccn3)cc1
1992679	CHEMBL3659786	C[C@H](NC(=O)C)c1ccc(OC2CN(C2)c3ccc(cn3)C4(CC4)C#N)cc1
1992681	CHEMBL3659788	C[C@H](NC(=O)C)c1ccc(OC2CN(C2)c3cc(ncn3)C(F)(F)F)cc1
1992724	CHEMBL3659830	C[C@H](NC(=O)CC#N)c1ccc(OC2CN(C2)c3ncc(cn3)C4CC4)cc1
1992749	CHEMBL3659855	CCOc1ccc(cc1)N2CC(C2)Oc3ccc(cc3)[C@H](C)NC(=O)c4oncc4
1992760	CHEMBL3659866	CCCC(=O)N[C@@H](C)c1ccc(OC2CN(C2)c3ccc(OCC)cc3)cc1
1993148	CHEMBL3660250	CN(c1ccnc(c1)C(=O)Nc2ccccn2)c3cncnc3
1993160	CHEMBL3660262	O=C(NC1CCOCC1)c2cc(Oc3cncnc3)ccn2
1993960	CHEMBL3661054	CCOc1cc(cc(c1O)[N+](=O)[O-])[C@H]2NC(=O)N=C(C2c3ccsc3)c4ccn(C)n4
1993962	CHEMBL3661056	Cn1cc(cn1)C2=NC(=O)N[C@@H](C2c3ccsc3)c4ccc(C(=O)O)c(O)c4
1993997	CHEMBL3661091	NS(=O)(=O)c1ccc(cc1)n2nc(cc2c3ccc(CCN=[N+]=[N-])cc3)C(F)(F)F
1994004	CHEMBL3661097	Cc1ccc(cc1)c2ccc(cc2)c3cc(nn3c4ccc(cc4)S(=O)(=O)N)C(F)(F)F
1994482	CHEMBL3661571	Cn1cc(C(=O)c2cncc(NC(=O)Cc3cc(F)cc(F)c3F)c2)c4cncnc14
1994523	CHEMBL3661611	O=C(Cc1cccc(c1)C#N)Nc2cncc(c2)C(=O)c3cn(C4COC4)c5ncncc35
1994601	CHEMBL3661688	CN(C)C(=O)c1ccc(cc1)C2CCN(CC2)C(=O)c3cc(c(C)cc3C)c4nc5CCOCc5[nH]4
1994644	CHEMBL3661731	COCc1nnc([nH]1)c2cccc(c2)C(=O)N3CCC(CC3)c4ccc(cc4)C#N
1994711	CHEMBL3661797	CCCc1cc(C)c(cc1C(=O)N2CCC(CC2)c3ccc(cc3)C#N)c4nnc(COC)[nH]4
1994834	CHEMBL3661919	CC1(CCN(C1)C(=O)c2cnc(Oc3ccc4O[C@@H](CCc4c3)c5ccccc5)s2)C(=O)O
1994867	CHEMBL3661952	CC(C)(C)[C@H](NC(=O)c1cnc(Oc2ccc3OC(CCc3c2)c4cccnc4)s1)C(=O)O
1994902	CHEMBL3661986	Clc1cc(CNC(=O)c2cnc(Oc3ccc4OC(CCc4c3)c5cnccn5)s2)ccn1
1995215	CHEMBL3662296	C[C@H](NC(=O)OCC1CC1)c2ccc(O[C@@H]3CCN(C3)c4ncnc(OCC5CC5)c4F)cc2
1995249	CHEMBL3662330	C[C@H](NC(=O)C)c1ccc(O[C@@H]2CCN(C2)c3ccnc(NC4CCCC4)n3)cc1
1995956	CHEMBL3663030	CN(C1CCCCC1)C(=O)Nc2cc3[nH]nc(c4ccnc(C)c4)c3cn2
1996104	CHEMBL3663176	C[C@@H]1CN2[C@H]([C@H](C)O1)C3(Cc4cc5c(noc5c(F)c24)C(=O)N6CCN(C)C(=O)C6)C(=O)NC(=O)NC3=O
1996143	CHEMBL3663215	C[C@@H]1CN2[C@H]([C@H](C)O1)C3(Cc4cc5c(noc5c(F)c24)c6ncnn6C)C(=O)NC(=O)NC3=O
1996153	CHEMBL3663225	C[C@@H]1CN2[C@H]([C@H](C)O1)C3(Cc4cc5c(noc5c(F)c24)n6cc(CO)cn6)C(=O)NC(=O)NC3=O
1996539	CHEMBL3663607	OC(=O)c1cc(ccc1c2cc(ccc2Cl)C(F)(F)F)c3nc(cs3)c4ccc(Cl)c(Cl)c4
1996553	CHEMBL3663621	Cc1ccc(c(Cl)c1)c2ccc(cc2C(=O)O)c3nc(cs3)c4ccc(Cl)c(Cl)c4
1996605	CHEMBL3663672	NC(=O)C12CC3CC(C1)C(NC(=O)CN4CC(F)(F)CN(c5c(Cl)cc(Cl)cc5Cl)S4(=O)=O)C(C3)C2
1996744	CHEMBL3663810	CC(C)CC[C@H]1N[C@H]([C@H](c2cccc(Cl)c2)[C@@]13C(=O)Nc4cc(Cl)c(F)cc34)C(=O)NCC[C@H](O)CO
1996751	CHEMBL3663817	OC[C@@H](O)CCNC(=O)[C@@H]1N[C@H](CCC2CCCC2)[C@@]3([C@H]1c4cccc(Cl)c4)C(=O)Nc5cc(Cl)c(F)cc35
1996760	CHEMBL3663826	CCC(C)(C)C[C@H]1N(C)[C@H]([C@H](c2cccc(Cl)c2F)[C@@]13C(=O)Nc4cc(F)c(F)cc34)C(=O)NCC[C@H](O)CO
1996764	CHEMBL3663830	CC(C)(C)C[C@H]1N[C@H]([C@H](c2cccc(Cl)c2)[C@@]13C(=O)Nc4c(Cl)cccc34)C(=O)NCC[C@H](O)CO
1996771	CHEMBL3663837	CC(C)CC(C)(C)C[C@H]1N(C)[C@H]([C@H](c2cccc(Cl)c2F)[C@@]13C(=O)Nc4cc(F)c(F)cc34)C(=O)NCC[C@H](O)CO
1996791	CHEMBL3663857	CC(C)(CCO)C[C@H]1N[C@H]([C@H](c2cccc(Cl)c2)[C@@]13C(=O)Nc4cc(Cl)c(F)cc34)C(=O)NCC[C@H](O)CO
1996929	CHEMBL3663993	N[C@H]1C[C@H](N(C1)C(=O)Nc2cn(C(=O)N)c3ccccc23)C(=O)Nc4ccccc4
1996932	CHEMBL3663996	Cc1cccc(CNC(=O)[C@@H]2C[C@H](N)CN2C(=O)Nc3cn(C(=O)N)c4ccccc34)c1
1996945	CHEMBL3664009	Cc1ccc(CNC(=O)[C@@H]2C[C@H](N)CN2C(=O)Nc3cn(C(=O)N)c4ccccc34)cc1
1996950	CHEMBL3664014	N[C@H]1C[C@H](N(C1)C(=O)Nc2cn(C(=O)N)c3ccccc23)C(=O)NCc4ccccc4O
1997161	CHEMBL3664223	OC1CN(C1)c2nccnc2OC3CCN(CC3)c4ccc5ccccc5n4
1997378	CHEMBL3664438	C[C@@H](NS(=O)(=O)CCCOCN1C=CC(=O)NC1=O)c2cccc(OCC#C)c2
1997424	CHEMBL3664483	CC(C)(CCCOCN1C=CC(=O)NC1=O)NS(=O)(=O)c2cc(Cl)cc(Cl)c2
1997745	CHEMBL3664801	Cc1ccnc(NC(=O)c2cc(Oc3cncnc3)ccn2)c1
1997840	CHEMBL3664895	CC(=O)OCC(=O)Nc1nnc(CCSCCc2nnc(NC(=O)COC(=O)C)s2)s1
1997844	CHEMBL3664899	CC(CCc1nnc(NC(=O)Cc2ccccc2)s1)CCc3nnc(NC(=O)Cc4ccccc4)s3
1997866	CHEMBL3664921	CC(C)[C@H](N)C(=O)Nc1nnc(CCSCCc2nnc(NC(=O)Cc3ccccc3)s2)s1
1997891	CHEMBL3664946	FC(F)(F)C1(CC1)C(=O)Nc2nnc(CCSCCc3nnc(NC(=O)C4(CC4)C(F)(F)F)s3)s2
1997905	CHEMBL3664959	C[C@H](N)C(=O)Nc1nnc(CCSCCc2nnc(NC(=O)[C@H](C)N)s2)s1
1997919	CHEMBL3664973	O=C(Nc1nnc(CCSCCc2nnc(NC(=O)C3C[C@@H]3c4ccccc4)s2)s1)C5C[C@@H]5c6ccccc6
1997934	CHEMBL3664988	O=C(CCc1ccccc1)Nc2nnc(CCCCc3nnc(NC(=O)CCc4ccccc4)s3)s2
1997947	CHEMBL3665001	CC1(CCCO1)C(=O)Nc2nnc(CCSCCc3nnc(NC(=O)C4(C)CCCO4)s3)s2
1998608	CHEMBL3665655	Cc1cc(C)cc(c1)c2ccc(cc2)c3cc(nn3c4ccc(cc4)S(=O)(=O)N)C(F)(F)F
1998610	CHEMBL3665657	CC(C)(C)c1ccc(cc1)c2ccc(cc2)c3cc(nn3c4ccc(cc4)S(=O)(=O)N)C(F)(F)F
1998614	CHEMBL3665661	NS(=O)(=O)c1ccc(cc1)n2nc(cc2c3cc4ccccc4c5ccccc35)C(F)(F)F
1999060	CHEMBL3666103	CCc1nn(c2ccccc2)c3cc(ccc13)N4CCC5(CCNC5)C4
1999073	CHEMBL3666116	CCN1CCN(CC1)c2ccc3c(C)nn(c4ccccc4)c3c2
1999083	CHEMBL3666126	COc1nn(c2ccccc2)c3cc(NC(=O)c4ccc5nc[nH]c5c4)ccc13
1999087	CHEMBL3666130	Cc1nn(c2ccccc2)c3N=C(NC(=O)c13)C4CCN(CC4)c5cccnc5
1999092	CHEMBL3666135	Cc1nn(c2ccccc2)c3N=C(CC4CCN(CC4)C5CNC5)NC(=O)c13
1999262	CHEMBL3666303	CN(C)C(=O)Cn1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cc3)c2)c4cncnc14
1999307	CHEMBL3666347	CC(C)n1cc(C(=O)c2cncc(NC(=O)Cn3cc(nn3)C4(O)CCCC4)c2)c5cncnc15
1999333	CHEMBL3666373	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3ocnc3)c2)c4cncnc14
1999348	CHEMBL3666388	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3cn(C)nc3C(F)(F)F)c2)c4cncnc14
1999362	CHEMBL3666402	CC(C)n1cc(C(=O)c2cncc(NC(=O)c3cncnc3N)c2)c4cncnc14
1999451	CHEMBL3666490	Cc1ccc(cc1c2nnc(N[C@@H]3CCOC3)[nH]2)C(=O)N4CCC(CC4)c5ccc(cc5)C#N
1999461	CHEMBL3666500	CN(C)c1ccc2[nH]c(Nc3cc(ccc3C)C(=O)N4CCC(CC4)c5ccc(cc5)C#N)nc2n1
1999470	CHEMBL3666509	COCCNC(=O)Nc1cc(cnn1)C(=O)N2CCC(CC2)c3ccc(cc3)C#N
1999542	CHEMBL3666580	Cc1ccc(nc1NC(=O)NC2CCOC2)C(=O)N3CCC(CC3)c4ccc(cc4)C#N
1999624	CHEMBL3666661	Cc1cc(F)c(cc1C(=O)N2CCC(CC2)c3ccc(cc3)C#N)c4nc5CCOCc5[nH]4
1999626	CHEMBL3666663	CC(=O)N1CCc2nc([nH]c2C1)c3cc(C(=O)N4CCC(CC4)c5ccc(F)cc5)c(C)cc3Cl
2000076	CHEMBL3667109	C[C@H](NC(=O)C)c1ccc(O[C@@H]2CCN(C2)c3nc(ncc3Cl)N(C)CCO)cc1
2000107	CHEMBL3667139	C[C@H](NC(=O)C)c1ccc(O[C@@H]2CCN(C2)c3nc(ncc3Cl)N4C[C@@H]5CC[C@@H](C4)O5)cc1
2000478	CHEMBL3667507	COc1cc2c(Oc3ccc(N)cc3F)ccnc2cc1OCC4CCN(CC4)C(=O)OC(C)(C)C
2001026	CHEMBL3668049	Cc1nc(sc1C(=O)N2CCOCC2)N3CCc4c(C3)ccc(O)c4C=O
2001385	CHEMBL3668405	CN1CCC(CC1)c2cc3c(ccnc3[nH]2)c4nc(Nc5nc(N)ccc5Cl)ccc4Cl
2001552	CHEMBL3668570	N[C@H]1C[C@H](N(C1)C(=O)Nc2cn(C(=O)N)c3ccccc23)C(=O)NCc4ccc(F)c(Cl)c4
2001575	CHEMBL3668593	N[C@H]1C[C@H](N(C1)C(=O)Nc2cn(C(=O)N)c3ccccc23)C(=O)NC4CCc5ccc(Cl)cc45
2001587	CHEMBL3668605	CC[C@H](C)[C@H](NC(=O)[C@@H]1C[C@H](N)CN1C(=O)Nc2cn(C(=O)N)c3ccccc23)C(=O)OC
2001588	CHEMBL3668606	CCC[C@H](NC(=O)[C@@H]1C[C@H](N)CN1C(=O)Nc2cn(C(=O)N)c3ccccc23)C(=O)OC
2001939	CHEMBL3668953	CN(CCC#N)C[C@H](O)Cn1cc(nc1CCc2nc3cccc(C)n3n2)c4cccs4
2002167	CHEMBL3669179	Oc1cc(cc(O)c1O)C(=O)OCCOCCOCCOC(=O)c2cc(O)c(O)c(O)c2
2002234	CHEMBL3669245	C1CC(CCO1)c2cccnc2O[C@@H]3CCN(C3)c4nc5ccccc5[nH]4
2002265	CHEMBL3669276	C1CC(CCO1)c2nccnc2O[C@H]3CCN(C3)c4nc5ccccc5[nH]4
2002279	CHEMBL3669290	CC(=O)N1CCC(CC1)c2cccnc2OC3CCN(CC3)c4ccccn4
2002906	CHEMBL3669910	COCCOC(C(=O)Nc1nnc(CCCCc2nnc(NC(=O)C(OCCOC)c3ccccc3)s2)s1)c4ccccc4
2002918	CHEMBL3669922	O=C(Nc1nnc(CCSCCc2nnc(NC(=O)c3oc4ccccc4c3)s2)s1)c5oc6ccccc6c5
2002948	CHEMBL3669952	COCOCCOC(C(=O)Nc1nnc(CCCCc2nnc(NC(=O)C(OCCOCOC)c3ccccc3)s2)s1)c4ccccc4
2003934	CHEMBL3670928	Cc1ccc(Nc2ccc(F)c(c2)[C@@]3(C)N=C(N)COC(C)(C)C3(F)F)cn1
2003959	CHEMBL3670953	CCCC(C(=O)O)c1c(C)nc2sc(C)c(CC)c2c1c3ccc(C)cc3
2003969	CHEMBL3670963	CCCC(C(=O)O)c1c(C)nc2sc3ccccc3c2c1c4ccc(C)cc4
2003984	CHEMBL3670978	CCCC(C(=O)O)c1c(C)nc2sc3CCCCc3c2c1c4ccccc4Cl
2003988	CHEMBL3670982	CCCC(C(=O)O)c1c(C)nc2sc3CCCCc3c2c1c4cccc(C)c4
2004002	CHEMBL3670995	CCC(C)C(C(=O)O)c1c(C)nc2sc3CCCCc3c2c1c4ccc(C)cc4
2004003	CHEMBL3670996	Cc1ccc(cc1)c2c(C(CCC(F)(F)F)C(=O)O)c(C)nc3sc4CCCCc4c23
2004240	CHEMBL3671231	Clc1ccc(s1)C(=O)NCC2CN(C(=O)O2)c3ccccc3
2004249	CHEMBL3671240	NC(=O)NCc1ccc(cc1)N2CC(CNC(=O)c3ccc(Cl)s3)OC2=O
2004624	CHEMBL3671611	Nc1ccc2c(c1)c3ccccc3C2(O)C(F)(F)F
2004636	CHEMBL3671623	Oc1ccc2c3ccccc3C(O)(c2c1)C(F)(F)F
2004673	CHEMBL3671660	COCc1ccc2c3ccccc3C(O)(c2c1)C(F)(F)F
2004686	CHEMBL3671673	CC1CN(C1)C(=O)c2ccc3c4ccccc4C(O)(c3c2)C(F)(F)F
2004733	CHEMBL3671719	Cc1cccc(c1)c2ccc3c4ccccc4C(O)(c3c2)C(F)(F)F
2004739	CHEMBL3671725	CS(=O)(=O)c1cccc2c1c3ccccc3C2(O)C(F)(F)F
2004773	CHEMBL3671759	CNC(=O)C1CCCN1C(=O)c2ccc3c4ccccc4C(O)(c3c2)C(F)(F)F
2004893	CHEMBL3671878	OC(=O)CCNC(=O)c1nc(C#N)c2N(Cc3ccccc3)C(=O)C(=Cc2c1O)c4ccccc4
2004911	CHEMBL3671895	OC(=O)c1ncc2C(=O)N(Cc3ccccc3)C=Cc2c1O
2004917	CHEMBL3671901	Oc1c2C=CN(Cc3ccccc3)C(=O)c2c(nc1C(=O)NC4CC4)C#N
2004918	CHEMBL3671902	Oc1c2C=C(C(=O)N(Cc3ccccc3)c2c(nc1C(=O)NCc4ccncc4)C#N)c5ccccc5
2004937	CHEMBL3671921	Oc1c2C=CN(Cc3ccccc3)C(=O)c2c(nc1C(=O)NCCN4CCOCC4)C#N
2005001	CHEMBL3671984	OC(=O)CCNC(=O)c1ncc2N(Cc3ccccc3)C(=O)C(=Cc2c1O)c4cccnc4
2005005	CHEMBL3671988	OC(=O)CCNC(=O)c1ncc2N(Cc3ccccc3)C(=O)C(=Cc2c1O)c4cccs4
2005021	CHEMBL3672004	OC(=O)CCNC(=O)c1ncc2N(Cc3ccc(cc3)C#N)C(=O)C(=Cc2c1O)c4ccccc4
2005119	CHEMBL3672101	O=C1OC[C@@H](N1c2ccnc(NC3CCCC3)n2)c4ccccc4
2005121	CHEMBL3672103	O=C1OC[C@@H](N1c2ccnc(NC3CCCCCC3)n2)c4ccccc4
2005127	CHEMBL3672109	C[C@H](Nc1nccc(n1)N2[C@@H](C)[C@H](OC2=O)c3ccccc3)c4ccccc4
2005148	CHEMBL3672130	COc1ccc(cc1)[C@@H](C)Nc2nccc(n2)N3[C@H](COC3=O)C(C)C
2005151	CHEMBL3672133	C[C@@H](Nc1nccc(n1)N2[C@@H]([C@@H](OC2=O)c3ccccc3)c4ccccc4)c5ccccc5
2005155	CHEMBL3672137	CC(C)[C@H]1COC(=O)N1c2ccnc(N[C@H](C)c3ccc4ccccc4c3)n2
2005161	CHEMBL3672143	CC(C)C[C@@H]1COC(=O)N1c2ccnc(N[C@@H](C)c3ccccc3)n2
