"doc_id","molregno","standard_relation","standard_value","standard_units","standard_flag","standard_type","pchembl_value","canonical_smiles","compound_chembl_id"
102249,2192544,"<",0.05,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4C(CCc34)N5CC(C5)C(=O)O","CHEMBL3983173"
102249,2133689,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4C(CCc34)N(CO)CO","CHEMBL3924318"
102249,2178971,"=",0.5,"nM",1,"EC50",9.3,"CCN(CC)C(=O)CN[C@@H]1CCc2c1cccc2c3noc(n3)c4ccc(OC(C)C)c(c4)C#N","CHEMBL3969600"
102249,2115074,"<",0.05,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NCC(=O)O","CHEMBL3905703"
102249,2124890,"<",0.05,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NCCC(=O)O","CHEMBL3915519"
102249,2159953,"<",0.05,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)N[C@H](C)C(=O)O","CHEMBL3950582"
102249,2162618,"<",0.05,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)N[C@@H](C)C(=O)O","CHEMBL3953247"
102249,2110013,"<",0.05,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NC(=O)CO","CHEMBL3900642"
102249,2103455,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NC(=O)CN","CHEMBL3894084"
102249,2130234,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NC(=O)CN(C)C","CHEMBL3920863"
102249,2120323,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NC(=O)CN5CCCC5","CHEMBL3910952"
102249,2167778,"<",0.05,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NS(=O)(=O)C","CHEMBL3958407"
102249,2161624,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NS(=O)(=O)C","CHEMBL3952253"
102249,2154597,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NS(=O)(=O)CC(=O)O","CHEMBL3945226"
102249,2109601,"=",0.5,"nM",1,"EC50",9.3,"CCS(=O)(=O)N[C@H]1CCc2c1cccc2c3noc(n3)c4ccc(OC(C)C)c(c4)C#N","CHEMBL3900230"
102249,2196468,"=",0.05,"nM",1,"EC50",10.3,"CNCCS(=O)(=O)N[C@H]1CCc2c1cccc2c3noc(n3)c4ccc(OC(C)C)c(c4)C#N","CHEMBL3987097"
102249,2133230,"=",0.5,"nM",1,"EC50",9.3,"CNCCS(=O)(=O)N[C@@H]1CCc2c1cccc2c3noc(n3)c4ccc(OC(C)C)c(c4)C#N","CHEMBL3923859"
102249,2135960,"=",0.5,"nM",1,"EC50",9.3,"CC(C)CS(=O)(=O)N[C@@H]1CCc2c1cccc2c3noc(n3)c4ccc(OC(C)C)c(c4)C#N","CHEMBL3926589"
102249,2156782,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NS(=O)(=O)CCN(C)C","CHEMBL3947411"
102249,2119135,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NS(=O)(=O)CCN(C)C","CHEMBL3909764"
102249,2166384,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NS(=O)(=O)c5ccccc5","CHEMBL3957013"
102249,2163780,">",5,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NS(=O)(=O)c5ccc(cc5)C(=O)O","CHEMBL3954409"
102249,2170819,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NS(=O)(=O)Cc5ccccc5","CHEMBL3961448"
102249,2168123,">",5,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NS(=O)(=O)c5ccc(NC(=O)C)cc5","CHEMBL3958752"
102249,2173373,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)N5CC(O)C5","CHEMBL3964002"
102249,2109104,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)N5CC(O)C5","CHEMBL3899733"
102249,2160641,"=",0.16,"nM",1,"EC50",9.8,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NCCO","CHEMBL3951270"
102249,2039218,"=",0.16,"nM",1,"EC50",9.8,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NCCO","CHEMBL3707247"
102249,2181872,"=",0.5,"nM",1,"EC50",9.3,"CC(C)N[C@H]1CCc2c1cccc2c3noc(n3)c4ccc(OC(C)C)c(c4)C#N","CHEMBL3972501"
102249,2190595,"=",0.5,"nM",1,"EC50",9.3,"COCCN[C@@H]1CCc2c1cccc2c3noc(n3)c4ccc(OC(C)C)c(c4)C#N","CHEMBL3981224"
102249,2127874,"=",0.05,"nM",1,"EC50",10.3,"COCCN[C@H]1CCc2c1cccc2c3noc(n3)c4ccc(OC(C)C)c(c4)C#N","CHEMBL3918503"
102249,2130585,"=",0.13,"nM",1,"EC50",9.89,"Cl.CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NCC(=O)N(C)C","CHEMBL3921214"
102249,2132369,"=",0.09,"nM",1,"EC50",10.05,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NCC(=O)N(C)C","CHEMBL3922998"
102249,2159682,">",5,"nM",1,"EC50",,"N[C@@H]1CCc2c1cccc2c3noc(n3)c4cccc(c4)C#N","CHEMBL3950311"
102249,2142255,">",5,"nM",1,"EC50",,"N[C@@H]1CCc2c1cccc2c3noc(n3)c4cc(OC(F)(F)F)cc(c4)C#N","CHEMBL3932884"
102249,2144959,"=",0.5,"nM",1,"EC50",9.3,"CCOc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](N)CCc34","CHEMBL3935588"
102249,2146785,">",5,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1Cl)c2onc(n2)c3cccc4[C@H](N)CCc34","CHEMBL3937414"
102249,2156393,">",5,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1)c2onc(n2)c3cccc4[C@H](N)CCc34","CHEMBL3947022"
102249,2150856,">",5,"nM",1,"EC50",,"CC(C)Oc1cc(cc(c1)c2onc(n2)c3cccc4[C@H](N)CCc34)C#N","CHEMBL3941485"
102249,2137272,">",5,"nM",1,"EC50",,"CC(C)Oc1cc(ccc1C#N)c2onc(n2)c3cccc4[C@H](N)CCc34","CHEMBL3927901"
102249,2101998,">",5,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1c2onc(n2)c3cccc4[C@H](N)CCc34)C#N","CHEMBL3892627"
102249,2190319,"=",0.5,"nM",1,"EC50",9.3,"N[C@@H]1CCc2c1cccc2c3noc(n3)c4ccc(OCC5CC5)c(c4)C#N","CHEMBL3980948"
102249,2154395,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1Br)c2onc(n2)c3cccc4[C@@H](CCc34)NCCO","CHEMBL3945024"
102249,2151695,">",5,"nM",1,"EC50",,"OCCNC1CCc2c1cccc2c3noc(n3)c4ccc(O)c(c4)C#N","CHEMBL3942324"
102249,2144494,"=",0.5,"nM",1,"EC50",9.3,"CC(C)COc1ccc(cc1C#N)c2onc(n2)c3cccc4C(CCc34)NCCO","CHEMBL3935123"
102249,2141794,">",5,"nM",1,"EC50",,"OCCNC1CCc2c1cccc2c3noc(n3)c4ccc(OC[C@@H](O)CO)c(c4)C#N","CHEMBL3932423"
102249,2106477,"=",0.05,"nM",1,"EC50",10.3,"CN[C@H]1CCc2c1cccc2c3noc(n3)c4ccc(OC(C)C)c(c4)C#N","CHEMBL3897106"
102249,2103775,">",5,"nM",1,"EC50",,"COCCOc1ccc(cc1C#N)c2onc(n2)c3cccc4C(CCc34)NCCO","CHEMBL3894404"
102249,2189186,"=",0.05,"nM",1,"EC50",10.3,"CCN[C@H]1CCc2c1cccc2c3noc(n3)c4ccc(OC(C)C)c(c4)C#N","CHEMBL3979815"
102249,2164868,">",5,"nM",1,"EC50",,"CC(C)C(=O)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4C(CCc34)NCCO","CHEMBL3955497"
102249,2143354,">",5,"nM",1,"EC50",,"OCCNC1CCc2c1cccc2c3noc(n3)c4ccc(OCC(=O)O)c(c4)C#N","CHEMBL3933983"
102249,2153126,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)N(C)C(=O)CO","CHEMBL3943755"
102249,2105356,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)N(C)CCO","CHEMBL3895985"
102249,2108043,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)N(CCO)S(=O)(=O)C","CHEMBL3898672"
102249,2164481,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)N(CCO)C(=O)C","CHEMBL3955110"
102249,2167084,"=",0.05,"nM",1,"EC50",10.3,"CCN(CCO)[C@@H]1CCc2c1cccc2c3noc(n3)c4ccc(OC(C)C)c(c4)C#N","CHEMBL3957713"
102249,2124430,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)N(C)CC(=O)N(C)C","CHEMBL3915059"
102249,2127209,"=",0.5,"nM",1,"EC50",9.3,"CCN(CC(=O)N(C)C)[C@@H]1CCc2c1cccc2c3noc(n3)c4ccc(OC(C)C)c(c4)C#N","CHEMBL3917838"
102249,2107968,">",5,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)N(CCO)S(=O)(=O)c5ccccc5","CHEMBL3898597"
102249,2105272,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)N(CCO)CCO","CHEMBL3895901"
102249,2117972,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NC[C@@H](O)[C@H](O)[C@H](O)CO","CHEMBL3908601"
102249,2115136,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NC(=O)N(C)C","CHEMBL3905765"
102249,2162685,">",5,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1C(=O)N)c2onc(n2)c3cccc4[C@H](CCc34)NCC(=O)N(C)C","CHEMBL3953314"
102249,2153401,">",5,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NC(=O)c5ccc(Br)cc5","CHEMBL3944030"
102249,2103512,">",5,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)N[C@@H](C)c5ccccc5","CHEMBL3894141"
102249,2100725,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NCCF","CHEMBL3891354"
102249,2143853,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NCCS(=O)(=O)C","CHEMBL3934482"
102249,2141156,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NCCS(=O)(=O)C","CHEMBL3931785"
102249,2113072,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NCC(=O)N5CC5","CHEMBL3903701"
102249,2115798,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NCC(=O)N5CCC5","CHEMBL3906427"
102249,2151127,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NCC(=O)N5CCCC5","CHEMBL3941756"
102249,2136306,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NCC(=O)N5CCCCC5","CHEMBL3926935"
102249,2189816,">",5,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NCC(=O)N5CCNCC5","CHEMBL3980445"
102249,2101383,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NCC(=O)N5CCN(C)CC5","CHEMBL3892012"
102249,2136693,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NCC(=O)N5CC[C@@H](O)C5","CHEMBL3927322"
102249,2139413,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NCC(=O)N5CC[C@H](O)C5","CHEMBL3930042"
102249,2176469,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NCC(=O)NCCO","CHEMBL3967098"
102249,2179083,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NC(=O)CN(C)C","CHEMBL3969712"
102249,2175771,"<",0.05,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NC(=O)CO","CHEMBL3966400"
102249,2170703,"<",0.05,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NC(=O)C","CHEMBL3961332"
102249,2135957,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NC(=O)C","CHEMBL3926586"
102249,2133221,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NCC(F)F","CHEMBL3923850"
102249,2169922,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NCC(F)F","CHEMBL3960551"
102249,2156659,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NCCF","CHEMBL3947288"
102249,2174812,"=",0.05,"nM",1,"EC50",10.3,"CN[C@@H]1CCc2c1cccc2c3noc(n3)c4ccc(OC(C)C)c(c4)C#N","CHEMBL3965441"
102249,2111777,"=",0.05,"nM",1,"EC50",10.3,"CCCN[C@H]1CCc2c1cccc2c3noc(n3)c4ccc(OC(C)C)c(c4)C#N","CHEMBL3902406"
102249,2109965,"<",0.05,"nM",1,"EC50",,"COC(=O)CCCN[C@H]1CCc2c1cccc2c3noc(n3)c4ccc(OC(C)C)c(c4)C#N","CHEMBL3900594"
102249,2149286,"<",0.05,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NCCCC(=O)O","CHEMBL3939915"
102249,2193896,"<",0.05,"nM",1,"EC50",,"COC(=O)CCCCNC1CCc2c1cccc2c3noc(n3)c4ccc(OC(C)C)c(c4)C#N","CHEMBL3984525"
102249,2098845,"<",0.05,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NCCCCC(=O)O","CHEMBL3889474"
102249,2127530,"=",0.05,"nM",1,"EC50",10.3,"COC(=O)N[C@@H]1CCc2c1cccc2c3noc(n3)c4ccc(OC(C)C)c(c4)C#N","CHEMBL3918159"
102249,2130260,"=",0.05,"nM",1,"EC50",10.3,"COC(=O)N[C@H]1CCc2c1cccc2c3noc(n3)c4ccc(OC(C)C)c(c4)C#N","CHEMBL3920889"
102249,2180830,"=",0.5,"nM",1,"EC50",9.3,"CCOC(=O)N[C@@H]1CCc2c1cccc2c3noc(n3)c4ccc(OC(C)C)c(c4)C#N","CHEMBL3971459"
102249,2183382,"=",0.5,"nM",1,"EC50",9.3,"CCOC(=O)N[C@H]1CCc2c1cccc2c3noc(n3)c4ccc(OC(C)C)c(c4)C#N","CHEMBL3974011"
102249,2134203,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NC(=O)OCCO","CHEMBL3924832"
102249,2143901,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)N5CCOC5=O","CHEMBL3934530"
102249,2129181,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)N5CCOC5=O","CHEMBL3919810"
102249,2106607,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NCc5ccccc5","CHEMBL3897236"
102249,2146862,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NCc5ccccc5","CHEMBL3937491"
102249,2180254,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NCc5cnc[nH]5","CHEMBL3970883"
102249,2179316,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NCc5nc(C)c[nH]5","CHEMBL3969945"
102249,2126237,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NCc5nc6ccccc6[nH]5","CHEMBL3916866"
102249,2176471,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NCc5cncs5","CHEMBL3967100"
102249,2171495,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NCc5cc(C)n[nH]5","CHEMBL3962124"
102249,2143323,"=",0.09,"nM",1,"EC50",10.05,"COCCS(=O)(=O)N[C@@H]1CCc2c1cccc2c3noc(n3)c4ccc(OC(C)C)c(c4)C#N","CHEMBL3933952"
102249,2140614,"=",0.36,"nM",1,"EC50",9.44,"COCCS(=O)(=O)N[C@H]1CCc2c1cccc2c3noc(n3)c4ccc(OC(C)C)c(c4)C#N","CHEMBL3931243"
102249,2196404,"=",0.05,"nM",1,"EC50",10.3,"CCOCCS(=O)(=O)N[C@@H]1CCc2c1cccc2c3noc(n3)c4ccc(OC(C)C)c(c4)C#N","CHEMBL3987033"
102249,2187447,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NS(=O)(=O)C5CC5","CHEMBL3978076"
102249,2172437,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NS(=O)(=O)C5CC5","CHEMBL3963066"
102249,2174188,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NS(=O)(=O)CCN5CCC5","CHEMBL3964817"
102249,2113502,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NS(=O)(=O)CCN5CCC5","CHEMBL3904131"
102249,2110801,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NS(=O)(=O)CCN5CCCC5","CHEMBL3901430"
102249,2159156,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NS(=O)(=O)CCN5CC[C@@H](O)C5","CHEMBL3949785"
102249,2156454,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NS(=O)(=O)CCN5CC[C@H](O)C5","CHEMBL3947083"
102249,2127990,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NS(=O)(=O)CCN5CC[C@@H](O)C5","CHEMBL3918619"
102249,2125237,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NS(=O)(=O)CCN5CC[C@H](O)C5","CHEMBL3915866"
102249,2182304,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NS(=O)(=O)CCN5CCCCC5","CHEMBL3972933"
102249,2170483,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NS(=O)(=O)CCN5CCOCC5","CHEMBL3961112"
102249,2191554,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NS(=O)(=O)CCN5CCOCC5","CHEMBL3982183"
102249,2150874,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NS(=O)(=O)CCN5CCC(O)CC5","CHEMBL3941503"
102249,2117405,"=",0.5,"nM",1,"EC50",9.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NS(=O)(=O)CCN5CCNCC5","CHEMBL3908034"
102249,2127699,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NS(=O)(=O)CCNCCO","CHEMBL3918328"
102249,2177395,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NS(=O)(=O)CCN5CC(O)C5","CHEMBL3968024"
102249,2181017,"=",0.05,"nM",1,"EC50",10.3,"COC(=O)CCS(=O)(=O)N[C@H]1CCc2c1cccc2c3noc(n3)c4ccc(OC(C)C)c(c4)C#N","CHEMBL3971646"
102249,2111007,"=",0.5,"nM",1,"EC50",9.3,"COC(=O)C(C)(C)CS(=O)(=O)N[C@H]1CCc2c1cccc2c3noc(n3)c4ccc(OC(C)C)c(c4)C#N","CHEMBL3901636"
102249,2141377,"<",0.05,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NS(=O)(=O)CC(=O)O","CHEMBL3932006"
102249,2101338,"<",0.05,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NS(=O)(=O)CCC(=O)O","CHEMBL3891967"
102249,2104087,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NS(=O)(=O)CCO","CHEMBL3894716"
102249,2104601,"=",0.1,"nM",1,"EC50",10,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NS(=O)(=O)CCO","CHEMBL3895230"
102249,2101860,"<",0.05,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NS(=O)(=O)CCCO","CHEMBL3892489"
102249,2163721,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NS(=O)(=O)CC(=O)N5CC(O)C5","CHEMBL3954350"
102249,2154266,"<",0.05,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NS(=O)(=O)CC(=O)N5CC(O)C5","CHEMBL3944895"
102249,2122302,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NS(=O)(=O)CC(=O)N5CCOCC5","CHEMBL3912931"
102249,2105899,"<",0.05,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NS(=O)(=O)CC(=O)N5CCOCC5","CHEMBL3896528"
102249,2180076,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NS(=O)(=O)CC(=O)N5CCC(O)CC5","CHEMBL3970705"
102249,2177353,"<",0.05,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NS(=O)(=O)CC(=O)N(C)C","CHEMBL3967982"
102249,2185419,"=",0.05,"nM",1,"EC50",10.3,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NS(=O)(=O)CC(=O)N(C)C","CHEMBL3976048"
102249,2191996,"<",0.05,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NS(=O)(=O)CC(=O)N","CHEMBL3982625"
102249,2153763,"<",0.05,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@@H](CCc34)NS(=O)(=O)CC(=O)N","CHEMBL3944392"
102249,2195113,"=",0.05,"nM",1,"EC50",10.3,"CNC(=O)CS(=O)(=O)N[C@H]1CCc2c1cccc2c3noc(n3)c4ccc(OC(C)C)c(c4)C#N","CHEMBL3985742"
102249,2132689,"<",0.05,"nM",1,"EC50",,"CNC(=O)CS(=O)(=O)N[C@@H]1CCc2c1cccc2c3noc(n3)c4ccc(OC(C)C)c(c4)C#N","CHEMBL3923318"
102249,2135460,"<",0.05,"nM",1,"EC50",,"CC(C)Oc1ccc(cc1C#N)c2onc(n2)c3cccc4[C@H](CCc34)NS(=O)(=O)CC(=O)N5CCC5","CHEMBL3926089"
