canonical_smiles molregno activity_id standard_value standard_units
COc1ccc(NC(=O)c2ccc(cc2F)C(=N)N(C)C)c(c1)C(=O)Nc3ccc(Cl)cn3 459902 2516663 2100 nM
COc1ccc(NC(=O)c2ccc(cc2N3CCCCC3)C(=N)N(C)C)c(c1)C(=O)Nc4ccc(Cl)cn4 367158 2516664 200 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4ccc5OCC(=O)Nc5c4)CC3 493093 2411531 63.1 nM
CN1C(=O)COc2ccc(CCN3CCN(CC3)c4cccc5nc(C)ccc45)cc12 493094 2411532 794.33 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5NC(=O)COc45)CC3 521630 2411533 2511.89 nM
CN1C(=O)COc2c(CCN3CCN(CC3)c4cccc5nc(C)ccc45)cccc12 521709 2411534 3981.07 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4ccc5NC(=O)COc5c4)CC3 521710 2411535 100 nM
CN1C(=O)COc2cc(CCN3CCN(CC3)c4cccc5nc(C)ccc45)ccc12 521711 2411536 3162.28 nM
CCN1C(=O)COc2c(CCN3CCN(CC3)c4cccc5nc(C)ccc45)cccc12 521712 2411537 7943.28 nM
CC(C)N1C(=O)COc2c(CCN3CCN(CC3)c4cccc5nc(C)ccc45)cccc12 521779 2411538 5011.87 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5N(C6CC6)C(=O)COc45)CC3 521780 2411539 1584.89 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5N(CC6CC6)C(=O)COc45)CC3 521781 2411540 1584.89 nM
Cc1ccc2c(cccc2n1)N3CCN(CCc4cccc5N(CC(F)F)C(=O)COc45)CC3 521782 2411541 398.11 nM
C[C@@H]1CN(CCN1CCc2cccc3N(C)C(=O)COc23)c4cccc5nc(C)ccc45 521849 2411542 10000 nM
C[C@H]1CN(CCN1CCc2cccc3N(C)C(=O)COc23)c4cccc5nc(C)ccc45 521850 2411543 12589.25 nM
CN1C(=O)COc2c(CCN3CCN(CC3)c4cc(F)cc5nc(C)ccc45)cccc12 521851 2411544 3981.07 nM
C[C@@H]1CN(CCN1CCc2cccc3N(C)C(=O)COc23)c4cc(F)cc5nc(C)ccc45 521852 2411545 3162.28 nM
CN1C(=O)COc2c(CCCN3CCN(CC3)c4cccc5nc(C)ccc45)cccc12 521918 2411546 5011.87 nM
C[C@@H]1CN(CCN1CCCc2cccc3N(C)C(=O)COc23)c4cccc5nc(C)ccc45 521919 2411547 6309.57 nM
CN1C(=O)COc2c(CCCN3CCN(CC3)c4cc(F)cc5nc(C)ccc45)cccc12 521920 2411548 6309.57 nM
C[C@@H]1CN(CCN1CCCc2cccc3N(C)C(=O)COc23)c4cc(F)cc5nc(C)ccc45 521921 2411549 3162.28 nM
Cc1ccc2c(cccc2n1)N3CCN(CCCc4cccc5NC(=O)COc45)CC3 521994 2411550 630.96 nM
CN1CCC(CC1)Nc2nccc(n2)c3c[nH]nc3c4ccc(Cl)cc4 520629 2527942 1020 nM
Cc1cc(ccc1OCc2cccc(Cl)c2)C(=O)N3CCN(CC3)C(=O)C4CCCO4 474313 2492238 23.9 nM
CN1CCN(CC1=O)C(=O)c2ccc(OCc3cccc(Cl)c3)c(Cl)c2 474236 2492239 37.2 nM
N[C@@H]([C@@H]1CC[C@H](CC1)NS(=O)(=O)c2ccc(F)cc2F)C(=O)N3CC[C@H](F)C3 29272 2606579 49000 nM
Fc1ccc(cc1)N2CCN(CCCN3c4cccc5cccc(c45)S3(=O)=O)CC2 131689 2295088 200 nM
COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC 120674 2295089 1100 nM
COc1ccc2OC3(CCN(CCc4ccc(F)cc4F)CC3)CCc2c1 244897 2295090 20 nM
OC1c2ccccc2CCC13CCN(CCc4ccccc4)CC3 244263 2295091 1200 nM
Fc1ccc(CCN2CCC3(CC2)CCc4ccccc4O3)c(F)c1 244289 2295092 110 nM
Fc1ccc(CCN2CCC3(CC2)CCc4ccccc4C3)c(F)c1 245193 2295093 69 nM
Fc1ccc(CCN2CCC3(CC2)CCc4ccccc4S3(=O)=O)c(F)c1 244860 2295094 570 nM
Fc1ccc(CCN2CCC(CC2)S(=O)(=O)c3ccccc3)c(F)c1 244895 2295095 1000 nM
O=S(=O)(C1CCN(CCc2ccccc2)CC1)c3ccccc3 244876 2295096 1800 nM
O=S(=O)(C1CCN(CCCc2ccccc2)CC1)c3ccccc3 245190 2295097 2500 nM
Fc1ccc(CCN2CCC(CC2)S(=O)(=O)c3ccc(cc3)C#N)c(F)c1 245317 2295098 560 nM
Fc1ccc(CCN2CCC(CC2)S(=O)(=O)c3cccc(c3)C#N)c(F)c1 244841 2295099 1900 nM
Fc1ccc(CCN2CCC(CC2)S(=O)(=O)c3ccccc3C#N)c(F)c1 244840 2295100 4000 nM
Fc1ccc(cc1)S(=O)(=O)C2CCN(CCc3ccc(F)cc3F)CC2 244233 2295101 710 nM
Fc1ccc(CCN2CCC(CC2)S(=O)(=O)c3ccc(Cl)cc3)c(F)c1 244262 2295102 150 nM
NC(=O)c1ccc(cc1)S(=O)(=O)C2CCN(CCc3ccc(F)cc3F)CC2 244901 2295103 1300 nM
NC(=O)c1cccc(c1)S(=O)(=O)C2CCN(CCc3ccc(F)cc3F)CC2 244868 2295104 7143.01 nM
Fc1ccc(cc1)C(=O)CN2CCC(CC2)S(=O)(=O)c3ccccc3 244094 2295105 6800 nM
C(Cc1ccccc1)N2CCC(CC2)c3c([nH]c4ccccc34)c5ccccc5 61811 2295106 80 nM
C1CC2CC(CC1N2)c3c([nH]c4ccccc34)c5ccccc5 522679 2295107 18 nM
C1CC(CCN1)c2c([nH]c3ccccc23)c4ccccc4 61800 2295108 5700 nM
C1CNCC(C1)c2c([nH]c3ccccc23)c4ccccc4 62728 2295109 4900 nM
CN1CCCC(C1)c2c([nH]c3ccccc23)c4ccccc4 63314 2295110 9599.99 nM
CN1CCCCC1c2c([nH]c3ccccc23)c4ccccc4 62755 2295111 7000 nM
C(N1CCCC(C1)c2c([nH]c3ccccc23)c4ccccc4)c5ccccc5 63308 2295112 290 nM
C(Cc1ccccc1)N2CCCC(C2)c3c([nH]c4ccccc34)c5ccccc5 62689 2295113 530 nM
F[C@H]1CCNC[C@H]1c2c([nH]c3ccccc23)c4ccccc4 522742 2295114 1100 nM
F[C@H]1CCNC[C@H]1c2c([nH]c3ccc(F)cc23)c4ccccc4 522743 2295115 7000 nM
F[C@H]1CCNC[C@H]1c2c([nH]c3ccc(Cl)cc23)c4ccccc4 522744 2295116 7000 nM
F[C@H]1CCNC[C@H]1c2c([nH]c3cc(F)ccc23)c4ccccc4 522745 2295117 4000 nM
F[C@H]1CCNC[C@H]1c2c([nH]c3cc(Cl)ccc23)c4ccccc4 522746 2295118 1400 nM
F[C@H]1CCNC[C@H]1c2c([nH]c3c(F)cccc23)c4ccccc4 522804 2295119 3000 nM
F[C@H]1CCNC[C@H]1c2c([nH]c3c(Cl)cccc23)c4ccccc4 522805 2295120 2100 nM
F[C@H]1CCNC[C@H]1c2c([nH]c3cc(F)ccc23)c4cccc5ccccc45 522806 2295121 110 nM
F[C@H]1CCNC[C@H]1c2c([nH]c3cc(F)ccc23)c4ccc5ccccc5c4 522807 2295122 500 nM
F[C@H]1CCNC[C@H]1c2c([nH]c3cc(F)ccc23)c4cccnc4 522808 2295123 2500 nM
F[C@H]1CCNC[C@H]1c2c([nH]c3cc(F)ccc23)c4ccsc4 522882 2295124 1500 nM
F[C@H]1CCNC[C@H]1c2c([nH]c3cc(F)ccc23)C4CCCCC4 522883 2295125 5400 nM
COC(=O)c1[nH]c2cc(F)ccc2c1[C@@H]3CNCC[C@@H]3F 522884 2295126 8200 nM
F[C@H]1CCNC[C@H]1c2c([nH]c3cc(F)ccc23)C(=O)Nc4ccccc4 522885 2295127 930 nM
F[C@H]1CCNC[C@H]1c2c([nH]c3cc(F)ccc23)c4ccc(F)cc4 522886 2295128 1600 nM
Fc1ccc(cc1)c2[nH]c3cc(F)ccc3c2C4CCCNC4 62690 2295129 1300 nM
CC1=C(CCN2CCC(CC2)c3noc4cc(F)ccc34)C(=O)N5CCCCC5=N1 7714 2248412 920 nM
Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl 155006 2248413 1020 nM
CN1CCN(CC1)C2=Nc3ccccc3Nc4sc(C)cc24 34197 2248414 36000 nM
CN1CCN(CC1)C2=Nc3cc(Cl)ccc3Nc4ccccc24 2261 2248415 17000 nM
OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c3ccc(Cl)cc3 3859 2248416 120 nM
COc1cccc2cc3CN(CCCCN4CCn5c(cc6ccccc56)C4=O)CCn3c12 494226 2248417 260 nM
Clc1cccc(N2CCN(CCCCCOc3cc4ccccc4cn3)CC2)c1Cl 494225 2248418 210 nM
Clc1cccc(N2CCN(CCCCOc3cc4ccccc4cn3)CC2)c1Cl 494224 2248419 160 nM
Cc1cccc(c1)N2CCN(CCCCNC(=O)c3oc4ccccc4c3)CC2 494033 2248421 930 nM
Clc1cccc(N2CCN(CCCCN3CCn4c(cc5ccccc45)C3=O)CC2)c1Cl 494032 2248422 200 nM
O=C(NCCCCN1CCN(CC1)c2cccc(c2)C#N)c3oc4ccccc4c3 495104 2248426 390 nM
Clc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4cn3)CC2)c1Cl 495175 2248427 200 nM
Clc1cccc(c1)N2CCN(CCCCNC(=O)c3cc4ccccc4cn3)CC2 495176 2248428 300 nM
COc1cccc2cc3CN(CCCCNC(=O)C4=Cc5ccccc5CN4)CCn3c12 495177 2248429 1840 nM
C(O[C@H]1CCNC1)c2ccc3ccccc3c2 521527 2417481 15700 nM
C(O[C@@H]1CCNC1)c2ccc3ccccc3c2 521528 2417485 16400 nM
N#Cc1ccc2cc(CO[C@H]3CCNC3)ccc2c1 521529 2417489 4500 nM
Fc1ccc2cc(CO[C@@H]3CCNC3)ccc2c1 521530 2417493 10300 nM
CCCCN(C1CCNCC1)S(=O)(=O)c2ccc3ccccc3c2 521532 2417501 716 nM
CCCCN([C@H]1CCNC1)S(=O)(=O)c2ccc3ccccc3c2 521606 2417517 412 nM
C(Oc1ccc2ccccc2c1)C3CCNCC3 521692 2417553 3800 nM
N#Cc1ccc2ccc(OCC3CCNCC3)cc2c1 521763 2417561 3500 nM
Fc1ccc2cc(CCN3CCNCC3)ccc2c1 521766 2417573 8500 nM
Cc1c(CCN2CCNCC2)ccc3cc(F)ccc13 521767 2417577 10100 nM
Nc1ccnc(c1)N2CCC(CC2)(C(=O)Nc3ccc4ccccc4n3)c5ccccc5 477718 2272150 17 nM
Nc1ccnc(c1)N2CCC3(CC2)OC(c4ccccc4)c5ccccc35 477859 2272152 18 nM
Nc1ccnc(c1)N2CCC(CC2)(C(=O)N3CCc4ccccc4C3)c5ccccc5 477720 2272161 35 nM
COc1ccc(C(=O)NC2(CCN(CC2)c3cc(N)ccn3)c4ccccc4)c(OC)c1 477785 2272173 82 nM
CCOC(=O)N1CCN(CC1)C(=O)C2(CCN(CC2)c3cc(N)ccn3)c4ccccc4 477719 2272176 169 nM
COc1ccc(CNC(=O)C2(CCN(CC2)c3cc(N)ccn3)c4ccccc4)cc1 477784 2272178 201 nM
COc1ccc(cc1Cl)C(=O)NC2(CCN(CC2)c3cc(N)ccn3)c4ccccc4 477786 2272181 343 nM
Nc1ccnc(c1)N2CCC(CC2)N3C(=O)N(Cc4ccccc4)c5cccnc35 478040 2272182 518 nM
Nc1ccnc(c1)N2CCC(CC2)(NC(=O)c3ccccn3)c4ccccc4 477787 2272183 548 nM
Nc1ccnc(c1)N2CCC(CC2)N3C(=O)N(CC4CC4)c5cccnc35 478041 2272184 746 nM
COc1ccc(cc1)N2C(=O)N(C3CCN(CC3)c4cc(N)ccn4)c5ncccc25 478038 2272186 865 nM
Nc1ccnc(c1)N2CCC(CC2)N3C(=O)N(c4ccccc4)c5cccnc35 478039 2272187 903 nM
COc1cccc(c1)C2(C)CN(C2)c3cc(N)ccn3 477966 2272188 1840 nM
CN(C)C(=O)[C@H]1CC2(CCN(CC2)c3cc(N)ccn3)c4ccccc14 477965 2272189 4710 nM
COc1ccc(cc1)C(=O)N(C2CCN(CC2)c3cc(N)ccn3)c4cc(C)ccn4 477967 2272190 5030 nM
COc1cccc(c1)C(=O)N(C2CCN(CC2)c3cc(N)ccn3)c4ccccn4 477969 2272191 9690 nM
Clc1ccc(OC2CN(C2)S(=O)(=O)c3ccc4CCNCCc4c3)cc1 477613 2273999 2090 nM
Clc1ccccc1OC2CCN(CC2)S(=O)(=O)c3ccc4CCNCCc4c3 477692 2274000 2900 nM
CN(CC1COc2ccccc12)S(=O)(=O)c3ccc4CCNCCc4c3 477688 2274001 2990 nM
Clc1ccccc1OC2CN(C2)S(=O)(=O)c3ccc4CCNCCc4c3 477611 2274002 3410 nM
Clc1ccccc1O[C@@H]2CCN(C2)S(=O)(=O)c3ccc4CCNCCc4c3 477614 2274003 3430 nM
Clc1cccc(OC2CN(C2)S(=O)(=O)c3ccc4CCNCCc4c3)c1 477612 2274004 3690 nM
Clc1ccccc1O[C@H]2CCN(C2)S(=O)(=O)c3ccc4CCNCCc4c3 477689 2274005 5240 nM
CN1C[C@H]2CCN([C@H]2C1)c3ccc(cc3)c4ccc(cc4)C#N 556181 2655247 282 nM
CN1[C@@H]2CC[C@@H]3[C@@H]4CC[C@@H](O)[C@]4(C)CC[C@H]3[C@]2(C)C=CC1=O 566046 2705778 130000 nM
C[C@@H]1C[C@H]2[C@H]3CC[C@H]4N(C)C(=O)C=C[C@@]4(C)[C@@H]3CC[C@@]2(C)[C@@H]1O 557240 2705779 20000 nM
COC[C@@H]1C[C@H]2[C@H]3CC[C@H]4N(C)C(=O)C=C[C@@]4(C)[C@@H]3CC[C@@]2(C)[C@@H]1O 555502 2705780 39000 nM
CN1[C@@H]2CC[C@H]3[C@@H](CC[C@@]4(C)[C@H](O)[C@H](Cc5cccc(F)c5)C[C@@H]34)[C@]2(C)C=CC1=O 566053 2705781 240 nM
CN1[C@@H]2CC[C@H]3[C@@H](CC[C@]4(C)[C@H]3C\C(=C/c5cccc(F)c5)\[C@H]4O)[C@]2(C)C=CC1=O 555513 2705782 29 nM
CN1[C@@H]2CC[C@H]3[C@@H](CC[C@@]4(C)[C@H]3C\C(=C/c5cc(F)cc(F)c5)\[C@H]4O)[C@]2(C)C=CC1=O 566054 2705783 46 nM
CN1[C@@H]2CC[C@H]3[C@@H](CC[C@]4(C)[C@H]3C\C(=C/c5ccccc5)\[C@H]4O)[C@]2(C)C=CC1=O 557247 2705784 225 nM
C\C=C\1/C[C@H]2[C@H]3CC[C@H]4N(C)C(=O)C=C[C@@]4(C)[C@@H]3CC[C@@]2(C)[C@@H]1O 567909 2705785 8050 nM
CN1[C@@H]2CC[C@H]3[C@@H](CC[C@]4(C)[C@H]3C\C(=C/c5ccncc5)\[C@H]4O)[C@]2(C)C=CC1=O 566064 2705787 320 nM
CN1[C@@H]2CC[C@H]3[C@@H](CC[C@]4(C)[C@H]3C\C(=C/c5cccnc5)\[C@H]4O)[C@]2(C)C=CC1=O 557255 2705788 3600 nM
CN1[C@@H]2CC[C@H]3[C@@H](CC[C@]4(C)[C@H]3C\C(=C/c5cncnc5)\[C@H]4O)[C@]2(C)C=CC1=O 562574 2705789 9400 nM
CN1[C@@H]2CC[C@H]3[C@@H](CC[C@]4(C)[C@@H]3C\C(=C/c5cnc(nc5)C6CC6)\[C@H]4O)[C@]2(C)C=CC1=O 562575 2705790 4650 nM
COc1ncc(\C=C\2/C[C@H]3[C@H]4CC[C@H]5N(C)C(=O)C=C[C@@]5(C)[C@@H]4CC[C@]3(C)[C@@H]2O)cn1 555526 2705791 7900 nM
CN1[C@@H]2CC[C@H]3[C@@H](CC[C@]4(C)[C@H]3C\C(=C/c5cnc(C)nc5)\[C@H]4O)[C@]2(C)C=CC1=O 560757 2705792 15000 nM
CNc1ncc(\C=C\2/C[C@H]3[C@H]4CC[C@H]5N(C)C(=O)C=C[C@@]5(C)[C@@H]4CC[C@]3(C)[C@@H]2O)cn1 567925 2705793 22500 nM
Cc1cnn(c1)C2CCN(CC2)c3nc4ccccc4n3Cc5ccc(F)cc5 566469 2719636 3849 nM
Fc1ccc(Cn2c(nc3ccccc23)N4CCC(CC4)n5cccn5)cc1 564683 2719639 3536 nM
Fc1ccc(Cn2c(nc3ccccc23)N4CCC(CC4)n5ccnc5)cc1 566468 2719642 137 nM
Fc1ccc(Cn2c(nc3ccccc23)N4CCC(CC4)n5cccc5)cc1 568291 2719645 157 nM
CN(C)CCN(C)C1CCN(CC1)c2nc3ccccc3n2Cc4ccc(F)cc4 566456 2719651 776 nM
COc1ccc(Cn2c(nc3ccccc23)N4CCC(CC4)NCC5CCOCC5)cc1 561162 2719654 1461 nM
Fc1ccc(Cn2c(nc3ccccc23)N4CCC(CC4)NCC5CCOCC5)cc1 566455 2719657 426 nM
CN(CCO)C1CCN(CC1)c2nc3ccccc3n2Cc4ccc(F)cc4 557620 2719660 116 nM
COCCN(C)C1CCN(CC1)c2nc3ccccc3n2Cc4ccc(F)cc4 564651 2719663 40 nM
COc1ccc(Cn2c(nc3ccccc23)N4CCC(CC4)N(C)CC5CCOCC5)cc1 566439 2719666 102 nM
CN(CC1CCOCC1)C2CCN(CC2)c3nc4ccccc4n3Cc5ccc(F)cc5 561148 2719669 18 nM
COc1ccc(Cn2c(nc3ccccc23)N4CCC(CC4)N(C)C)cc1 566438 2719672 158 nM
CN(C)C1CCN(CC1)c2nc3ccccc3n2Cc4ccc(C)cc4 566437 2719675 73 nM
CN(C)C1CCN(CC1)c2nc3ccccc3n2Cc4ccc(F)cc4 566436 2719678 57 nM
CN(C1CCN(CC1)c2nc3ccccc3n2Cc4ccc(F)cc4)C5=NC=CC(=O)N5 152819 2719681 7258 nM
COc1cnc2c(NCc3nnc4ccc(nn34)c5cc(F)cc(F)c5)ccnc2c1 582866 3015180 200 nM
COc1cnc2c(NCc3nnc4ccc(nn34)c5cc(C)ns5)ccnc2c1 582886 3015181 1600 nM
CCCN(C1CCNCC1)C(=O)c2ccc3ccccc3c2 582585 3012136 12700 nM
CC(C)CN([C@@H]1CCNC1)C(=O)c2ccc3ccccc3c2 582443 3012141 7000 nM
CS(=O)(=O)N(Cc1ccc2ccccc2c1)[C@@H]3CCNC3 582569 3013201 4200 nM
Cc1c(CN([C@@H]2CCNC2)S(=O)(=O)C)ccc3cc(F)ccc13 582570 3013202 1600 nM
CS(=O)(=O)N(Cc1ccc2ccccc2c1)C3CCNCC3 582588 3013203 3200 nM
CS(=O)(=O)N(Cc1ccc2ccccc2c1)[C@H]3CCNC3 582411 3013204 11000 nM
CCC(=O)N(Cc1ccc2ccccc2c1)C3CCNCC3 582424 3013206 12000 nM
CC(=O)N(Cc1ccc2ccccc2c1)[C@@H]3CCNC3 582426 3013208 8000 nM
O=C1Nc2ncc(cc2Cc3cccc(C#N)c13)c4ccccc4 578234 3021324 431 nM
CS(=O)(=O)Nc1ccc(OCCNCCNc2ccc(Cl)c(Cl)c2)cc1 594163 3053790 300 nM
CS(=O)(=O)Nc1ccc(CCC(=O)NCCNc2ccc(Cl)c(Cl)c2)cc1 594162 3053799 4620 nM
CS(=O)(=O)Nc1ccc(CCCNCCNc2ccc(Cl)c(Cl)c2)cc1 594040 3053800 14 nM
CS(=O)(=O)Nc1ccc(CCC(=O)NC\C=C\c2ccc(Cl)c(Cl)c2)cc1 594174 3053801 3000 nM
Cn1cnc(c1)C(=O)N(Cc2cccc(OC(F)(F)F)c2)[C@@H]3C[C@@H]4CN(CC(C)(C)O)C[C@@H]4C3 600582 3095206 3810 nM
Cn1cnc(c1)C(=O)N(Cc2cccc(OC(F)(F)F)c2)[C@@H]3C[C@@H]4CN(CC(O)c5ccccc5)C[C@@H]4C3 600581 3095207 177 nM
Cn1cnc(c1)C(=O)N(Cc2cccc(OC(F)(F)F)c2)[C@@H]3C[C@@H]4CN(CCC(F)(F)F)C[C@@H]4C3 600580 3095208 4530 nM
CCN1C[C@H]2C[C@H](C[C@H]2C1)N(Cc3cccc(OC(F)(F)F)c3)C(=O)c4cn(C)cn4 600501 3095210 2110 nM
CN1C[C@H]2C[C@H](C[C@H]2C1)N(Cc3ccc(F)c(OC4CCCC4)c3)C(=O)c5cn(C)cn5 600500 3095211 4910 nM
CN1C[C@H]2C[C@H](C[C@H]2C1)N(Cc3ccc(F)c(c3)C(F)(F)F)C(=O)c4cn(C)cn4 600499 3095212 2100 nM
CCN1C[C@H]2C[C@H](C[C@H]2C1)N(Cc3ccc(F)c(c3)C(F)(F)F)C(=O)c4cn(C)cn4 600498 3095213 4500 nM
CN1C[C@H]2C[C@H](C[C@H]2C1)N(Cc3cccc(OC(F)(F)F)c3)C(=O)c4cn(C)cn4 600427 3095214 2560 nM
Cn1cnc(c1)C(=O)N(Cc2cccc(OC(F)(F)F)c2)[C@H]3C[C@H]4CNC[C@H]4C3 600359 3095219 1650 nM
Cn1cnc(c1)C(=O)N(Cc2ccc(F)c(c2)C(F)(F)F)[C@H]3C[C@H]4CNC[C@H]4C3 600358 3095220 3310 nM
CCOC[C@@H]1[C@H]2CNC[C@]12c3ccc(Cl)c(Cl)c3 596544 3124680 12589.25 nM
CNC(=O)CN1C(=O)N(C2CCN(CC2)[C@@H]3CC[C@@H](CC3)C(C)C)c4ccccc14 611952 3225317 4200 nM
CNC(=O)CN1C(=O)N(C2CCN(CCC(Oc3cc(OC)ccc3C)C(C)C)CC2)c4ccccc14 406867 3225319 56 nM
C[C@@H]1CN(C[C@H](C)[C@@]1(O)c2ccccc2)C(=O)[C@H]3CN(C[C@@H]3c4ccc(F)cc4F)c5cccnc5 622269 3247876 5.07 nM
C[C@@H]1CN(C[C@H](C)[C@@]1(O)c2ccccc2)C(=O)[C@H]3CN(C[C@@H]3c4ccc(F)cc4F)c5ccccn5 622268 3247877 4.65 nM
C[C@@H]1CN(C[C@H](C)[C@@]1(O)c2ccccc2)C(=O)[C@H]3CN(C[C@@H]3c4ccc(F)cc4F)C5CCC5 622173 3247879 5.87 nM
C[C@@H]1CN(C[C@H](C)[C@@]1(O)c2ccccc2)C(=O)[C@@H]3CNC[C@H]3c4ccc(F)cc4F 622027 3247882 6.65 nM
C[C@@H]1CN(C[C@H](C)[C@@]1(O)c2ccccn2)C(=O)[C@@H]3CN(C[C@H]3c4ccc(F)cc4F)C(C)(C)C 622829 3247888 5.84 nM
C[C@@H]1CN(C[C@H](C)[C@@]1(O)c2c(F)cccc2F)C(=O)[C@@H]3CN(C[C@H]3c4ccc(F)cc4F)C(C)(C)C 622760 3247890 5 nM
C[C@@H](c1ccccn1)c2c(CCN3CCCC3)sc4ccccc24 619908 3248553 1100 nM
CC(c1ccncc1)c2c(CCN(C)C)sc3ccccc23 620004 3248558 1800 nM
C[C@@H](c1ccc(F)cn1)c2c(CCN(C)C)sc3ccccc23 620078 3249661 2500 nM
C[C@@H](c1ccccn1)c2c(CCN(C)C)sc3ccccc23 555670 3249589 1400 nM
CNCCc1sc2ccccc2c1[C@@H](C)c3ccccn3 619907 3249591 6500 nM
C[C@@H](c1ccccn1)c2c(CCN3CCC3)sc4ccccc24 619909 3249593 0.73 nM
CN(C)CCC1=C(Cc2cnccn2)c3ccc(C)cc3C1 621022 3246168 890 nM
CN(C)CCC1=C(Cc2cnccn2)c3ccc(Cl)cc3C1 621024 3246170 1400 nM
CN(C)CCC1=C(Cc2cnccn2)c3ccc(F)cc3C1 621088 3246171 950 nM
COc1nccnc1CC2=C(CCN(C)C)Cc3cc(Cl)ccc23 621089 3246172 1300 nM
CN(C)CCC1=C(Cc2cccnn2)c3ccc(Cl)cc3C1 621091 3246174 380 nM
C[C@H](C1=C(CCN(C)C)Cc2cc(C)ccc12)c3cnccn3 621093 3246216 5100 nM
C[C@H](C1=C(CCN(C)C)Cc2cc(F)ccc12)c3nccs3 621170 3246221 1200 nM
CN1CCC[C@H](C1)c2nc3ccccc3n2Cc4ccccn4 628928 3279568 10336 nM
CN1CCC[C@@H](C1)c2nc3ccccc3n2Cc4ccc(F)cc4 628925 3279571 6515 nM
CN1CCC[C@H](C1)c2nc3ccccc3n2Cc4ccc(F)cc4 628854 3279572 3860 nM
Cc1csc(Cn2c(nc3ccccc23)C4CCCN(C4)C5CCCCC5)n1 628852 3279574 1183 nM
COc1ccc(Cn2c(nc3ccccc23)C4CCCN(C4)C5CCCCC5)cc1 628785 3279578 1840 nM
COc1ccc(Cn2c(nc3ccccc23)C4CCCN(C4)C(C)C)cc1 628784 3279579 2649 nM
Fc1ccc(Cn2c(nc3ccccc23)C4CCCN(C4)C5CCCCC5)cc1 628783 3279580 926 nM
CC(C)N1CCCC(C1)c2nc3ccccc3n2Cc4ccc(F)cc4 628782 3279581 1373 nM
CN1CCCC(C1)c2nc3ccccc3n2CC4CCCO4 628711 3279582 638 nM
CCOCCn1c(nc2ccccc12)C3CCCN(C)C3 628708 3279585 1262 nM
CN1CCCC(C1)c2nc3ccccc3n2CCOc4ccccc4 628707 3279586 5291 nM
Fc1ccc(c(F)c1)c2cc(cc3N(C(=O)NCc23)c4c(Cl)cccc4Cl)N5CCNCC5 154580 3285039 870 nM
Nc1cc2N(C(=O)C=Cc2c(n1)c3ccc(F)cc3F)c4c(F)cccc4F 364123 3285040 5100 nM
Fc1ccc(cc1)S(=O)(=O)C2CCN(CCc3ccc(F)cc3F)CC2 244233 3304374 710 nM
Fc1ccc(cc1)S(=O)(=O)C2(F)CCN(CCc3ccc(F)cc3F)CC2 296798 3304375 5561 nM
Fc1ccc(\C=C\c2ccc(cc2)S(=O)(=O)c3ccccc3)c(F)c1 632792 3305076 4342 nM
NC(=O)c1ccc(cc1)S(=O)(=O)c2ccc(\C=C\c3ccc(F)cc3F)cc2 632898 3305080 7919 nM
CC(O)c1ccccc1S(=O)(=O)c2ccc(\C=C\c3ccc(F)cc3)cc2 632899 3305081 4000 nM
C[C@H](O)c1ccccc1S(=O)(=O)c2ccc(\C=C\c3ccc(F)cc3)cc2 632977 3305082 8252 nM
COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC 120674 3305083 1100 nM
CCOC(=O)c1cc(on1)c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2 632528 3302543 4200 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccn[nH]4 632526 3302544 10000 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cn[nH]c4 632527 3302545 10000 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4c[nH]nc4C 632525 3302546 4400 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cnn(C)c4C 632472 3302547 10000 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cn(C)nc4C 403097 3302548 6200 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4c(C)n[nH]c4C 632471 3302549 10000 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cocc4 632469 3302550 2100 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4ccsc4 632470 3302551 1200 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cccs4 632198 3302552 620 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cncnc4 632197 3302553 10000 nM
COc1ncc(cn1)c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2 632196 3302554 5600 nM
C[C@@H]1CCCN1CCc2ccc3nc(ccc3c2)c4cnc(nc4C)N5CCCC5 403093 3302555 2600 nM
